ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
Dbx2,-0.437374257,9.249131261,,0.029342609,0.570516335,
Vcan,-0.437361562,9.683744265,,0.004329897,0.313961688,
Serinc5,-0.436115654,9.208896009,,0.037284422,0.600172138,
Pfkm,-0.435819261,9.162108743,,0.048348203,0.620801322,
Nudt21,-0.435513031,9.214686014,,0.036047708,0.594324253,
Sh3gl3,-0.435329453,9.220252392,,0.034845387,0.593721269,
A430005L14Rik,-0.435081336,9.162146781,,0.048348203,0.620801322,
Mfap1b,-0.433430948,9.155774444,,0.049853914,0.620801322,
Uqcrc2,-0.429631392,9.376769627,,0.016974379,0.517914404,
Ap2s1,-0.426753538,9.285895356,,0.02694313,0.570516335,
Prpf40a,-0.42633109,9.28064961,,0.027929775,0.570516335,
Dusp9,-0.425923973,9.016954749,,0.042476074,0.620208863,
G6pdx,-0.425888056,9.017047306,,0.042476073,0.620208863,
Cfap20,-0.425873088,9.247588777,,0.036366461,0.594324253,
Rhoj,-0.425664665,9.016891293,,0.042476074,0.620208863,
Ehd2,-0.42530128,9.003672893,,0.019134883,0.525034595,
Caml,-0.42523796,9.24213463,,0.035886673,0.594324253,
Usp38,-0.425237673,9.016868993,,0.042476073,0.620208863,
Rft1,-0.425167066,9.010357476,,0.032114626,0.570516335,
Gm2464,-0.424949893,9.016853445,,0.042476073,0.620208863,
Zrsr1,-0.42485154,9.016869341,,0.042476073,0.620208863,
L3mbtl3,-0.42462766,9.010321905,,0.032114626,0.570516335,
Tm7sf2,-0.424371502,9.016842982,,0.042476073,0.620208863,
Lrp12,-0.424236395,9.016807938,,0.042476073,0.620208863,
Pank4,-0.424165863,9.01688913,,0.042476072,0.620208863,
Irf1,-0.424014834,9.016842591,,0.042476072,0.620208863,
Aldh4a1,-0.423633755,9.016797551,,0.042476072,0.620208863,
D130020L05Rik,-0.423619046,9.010331948,,0.032114624,0.570516335,
Gbp7,-0.423504514,9.003632857,,0.01913488,0.525034595,
Tmed3,-0.423333154,9.224605779,,0.039919518,0.615205426,
Gm26721,-0.423179042,9.00362297,,0.01913488,0.525034595,
Gm20515,-0.423112399,9.003616294,,0.01913488,0.525034595,
Ppp1r12c,-0.423064049,9.003576279,,0.01913488,0.525034595,
5430403G16Rik,-0.422975473,9.01653822,,0.042476073,0.620208863,
C77080,-0.422801909,9.003587808,,0.01913488,0.525034595,
Slc25a26,-0.422536659,9.003564127,,0.01913488,0.525034595,
Fancl,-0.422428131,9.010140412,,0.032114625,0.570516335,
En1,-0.422351689,9.003520456,,0.01913488,0.525034595,
Eri3,-0.422291183,9.207107994,,0.044364598,0.620801322,
Cops7a,-0.422043925,9.207471515,,0.044364598,0.620801322,
Wdr5b,-0.421457888,9.003468685,,0.019134879,0.525034595,
Limd1,-0.42127702,9.212593678,,0.042835769,0.620801322,
Gpr150,-0.421249163,8.99683261,,0.003950079,0.296506305,
Hagh,-0.421248909,9.189997378,,0.049239887,0.620801322,
Kcnab3,-0.421137875,8.996821981,,0.003950079,0.296506305,
Pigw,-0.420367369,8.996755333,,0.003950079,0.296506305,
Rab5c,-0.419885754,9.497187297,,0.013281186,0.475047536,
Sdc3,-0.414573846,9.49662872,,0.013569146,0.475802077,
Mrpl20,-0.413976059,9.379117329,,0.018853126,0.525034595,
Uqcrc1,-0.413931666,9.613335617,,0.008409325,0.413064505,
Ifitm10,-0.412422095,9.250661957,,0.039283942,0.612986059,
H1f0,-0.411384412,9.367905204,,0.027563762,0.570516335,
Adrm1,-0.410725078,9.228275976,,0.045478099,0.620801322,
Cltb,-0.410630759,9.443384516,,0.015254906,0.48938812,
4931406P16Rik,-0.410423088,9.217191093,,0.048920941,0.620801322,
Atp6v0e2,-0.408992712,9.442569905,,0.018553769,0.525034595,
Rpl23a-ps3,-0.408586257,9.517586035,,0.014554883,0.487433344,
Tmem246,-0.407661583,9.310952667,,0.030521063,0.570516335,
Fkbp8,-0.40471201,9.474528136,,0.017971135,0.525034595,
Slc6a1,-0.404036705,9.554092273,,0.014030671,0.482041425,
Chadl,-0.403882786,9.615420508,,0.011282303,0.46075886,
Cuedc1,-0.401887812,9.266124757,,0.041152216,0.615205426,
Ssbp4,-0.398955103,9.24396732,,0.04781078,0.620801322,
Ndufv2,-0.395459255,9.724113982,,0.007882477,0.403939048,
Ndufc2,-0.394456072,9.903237171,,0.004192616,0.309505608,
2810428I15Rik,-0.391821407,9.49053968,,0.017980292,0.525034595,
Dcaf8,-0.389486578,9.26431434,,0.047989949,0.620801322,
Gm11808,-0.388818283,9.327257741,,0.039387066,0.612986059,
Rpl9-ps6,-0.386717396,9.322067498,,0.036558387,0.59492496,
Mrpl30,-0.386412156,9.363782865,,0.03579984,0.594324253,
Nhp2l1,-0.384717682,9.605349594,,0.013247328,0.475047536,
Fbll1,-0.384043305,9.008070916,,0.049013424,0.620801322,
Tesk1,-0.384042018,9.008068876,,0.049013424,0.620801322,
Hnrnpll,-0.383695149,9.289916576,,0.045999935,0.620801322,
Pqlc2,-0.383678992,9.008010762,,0.049013424,0.620801322,
Arhgef18,-0.382865155,9.007896319,,0.049013424,0.620801322,
Cdc37,-0.382726796,9.34209785,,0.036157298,0.594324253,
Unc93b1,-0.381636352,9.007843291,,0.049013422,0.620801322,
Polr1b,-0.381632126,9.007880066,,0.049013422,0.620801322,
Rabgef1,-0.381572571,9.008051675,,0.049013419,0.620801322,
Ehd4,-0.380847022,9.007773183,,0.049013422,0.620801322,
Nckap1,-0.380374945,9.402336545,,0.03201596,0.570516335,
Zfp960,-0.380079132,9.001327903,,0.031032771,0.570516335,
Tmc7,-0.380066075,9.001310221,,0.031032771,0.570516335,
Polr3b,-0.380041752,9.001431105,,0.031032769,0.570516335,
Itga8,-0.379937864,9.001314124,,0.031032771,0.570516335,
Gpr17,-0.37948762,9.641971144,,0.022795338,0.552217068,
Aldoc,-0.379347945,10.3725959,,0.002832634,0.266312235,
Sntb2,-0.379331095,9.001365182,,0.031032768,0.570516335,
BC017158,-0.379183587,9.001351417,,0.031032768,0.570516335,
Lgals9,-0.379069348,9.001228342,,0.031032771,0.570516335,
4930522L14Rik,-0.378988475,9.001334518,,0.031032768,0.570516335,
Dnph1,-0.378833538,9.001337084,,0.031032768,0.570516335,
Fndc3b,-0.378790776,9.001315181,,0.031032768,0.570516335,
Entpd2,-0.378059086,9.001249777,,0.031032768,0.570516335,
Cdk5rap1,-0.377872385,9.001261878,,0.031032767,0.570516335,
Cntn2,-0.377191084,9.001172117,,0.031032767,0.570516335,
Atp5e,-0.375881894,9.838861717,,0.008104474,0.41135992,
Sec61a2,-0.375811884,9.304898626,,0.047338223,0.620801322,
Rpl13-ps3,-0.37415242,9.821370715,,0.010773064,0.449063246,
Metrn,-0.373895749,9.458564495,,0.034423336,0.591254993,
Olfm1,-0.371862101,9.298871204,,0.049210279,0.620801322,
Gpcpd1,-0.369988367,9.335745035,,0.046802051,0.620801322,
Sulf2,-0.368700008,9.689327644,,0.014212949,0.482041425,
Zfand6,-0.36830492,9.466664737,,0.026300916,0.570516335,
Gltscr2,-0.368161087,9.374821751,,0.041128706,0.615205426,
Sarnp,-0.366195827,9.535036217,,0.026620179,0.570516335,
Ddx5,-0.361682821,10.20134593,,0.003597536,0.290821668,
Kcnip3,-0.477986632,9.854359445,,0.000863228,0.164595982,
Atp1a1,-0.360244944,9.423114921,,0.037957706,0.605675425,
Snx22,-0.355416042,9.546623313,,0.034446885,0.591254993,
Suclg1,-0.355000783,9.436041234,,0.034206694,0.591254993,
Higd2a,-0.349535449,9.588579948,,0.029967025,0.570516335,
Phpt1,-0.348764883,9.711230304,,0.016454779,0.51134545,
Ndufc1,-0.346283051,9.674468512,,0.020986588,0.531344509,
Tnfrsf21,-0.345396843,9.395569662,,0.049054323,0.620801322,
Eif3j1,-0.343154906,9.447961473,,0.046343227,0.620801322,
Cspg4,-0.340602436,9.657594512,,0.029382074,0.570516335,
Polr2f,-0.340510816,9.568388566,,0.037732744,0.604060765,
Prdx2,-0.33982357,9.935398209,,0.012109949,0.464769888,
S100a16,-0.322793311,10.80729398,,0.006027448,0.343564508,
Snx1,-0.312822427,9.669207949,,0.041050373,0.615205426,
Sar1b,-0.30959533,9.684129801,,0.033253203,0.582970209,
Pfdn5,-0.304515784,9.824979278,,0.02783275,0.570516335,
Cox8a,-0.30382283,10.34248462,,0.010159368,0.445062859,
Gm3764,-0.301653166,9.991881977,,0.025847497,0.570516335,
Rps3a1,-0.297978186,10.17947666,,0.017058033,0.518010196,
Rps3,-0.294201939,10.13484632,,0.022059157,0.549365786,
Uqcr10,-0.286024219,9.857738923,,0.044341663,0.620801322,
Mt1,-0.285542517,10.38823824,,0.030177816,0.570516335,
Gnb2,-0.277074804,9.957430325,,0.040720204,0.615205426,
Tceb2,-0.27612156,10.22679646,,0.021610031,0.542525343,
Nlgn3,-0.257026395,10.01646023,,0.047188067,0.620801322,
Cox6c,-0.254187687,10.29148052,,0.029323906,0.570516335,
Rpl23a,-0.250332037,10.39710141,,0.029694882,0.570516335,
Hint1,-0.249708515,10.20066946,,0.039235992,0.612986059,
H3f3b,-0.249484302,11.33098033,,0.008826412,0.418136572,
Cd9,-0.248907482,11.23123514,,0.010605682,0.445062859,
Rpl28,-0.247727614,10.08695828,,0.048388042,0.620801322,
Ubc,-0.24234555,10.6809759,,0.027724113,0.570516335,
Rpl15,-0.241595568,10.26366246,,0.042943745,0.620801322,
Tmem100,-0.240369118,10.34569679,,0.040183855,0.615205426,
Ppib,-0.233401775,10.34308926,,0.04292485,0.620801322,
Pik3r1,-0.474797839,9.875943577,,0.0008744,0.164595982,
Rpl37,-0.227410855,10.66386463,,0.032900374,0.579644779,
Tsc22d1,-0.221111785,11.07003801,,0.028722631,0.570516335,
mt-Nd1,-0.201402666,11.96641329,,0.009060326,0.425436182,
Rpl13,-0.179191307,12.42686788,,0.012165381,0.464769888,
Cpe,0.222178208,10.42300959,,0.042720783,0.620801322,
Sec62,0.240386659,10.18599441,,0.037799843,0.604060765,
Fth1,0.266968505,10.34460407,,0.02168269,0.542525343,
Rbm39,0.274660748,10.42353998,,0.014163077,0.482041425,
Zfp36l1,0.275843809,9.910195967,,0.046920696,0.620801322,
Aldoa,0.283151741,9.867929525,,0.047104095,0.620801322,
Arxes2,0.283227108,9.787771879,,0.044152511,0.620801322,
Cldnd1,0.286683373,9.817927017,,0.034041473,0.591254993,
Snx3,0.291266518,9.861343132,,0.035334359,0.594051943,
Mdh1,0.29696584,9.721456014,,0.038190063,0.605852346,
Top1,0.296974963,9.636791962,,0.049298389,0.620801322,
Rab2a,0.303360138,9.918467256,,0.022987881,0.552755885,
Slc1a2,0.315307944,9.762753178,,0.031952977,0.570516335,
Ostc,0.320671443,9.573767249,,0.036396924,0.594324253,
Pcdh11x,0.324597285,9.915621664,,0.020781939,0.530834982,
Srsf11,0.337483355,9.553648547,,0.0331316,0.581795268,
Mtcl1,0.339981911,8.996799022,,0.047539077,0.620801322,
Hist1h1c,-0.787340006,9.085616481,,0.000879409,0.164595982,
Lin7b,0.340668466,8.996911465,,0.047539076,0.620801322,
Asb1,0.340923028,8.996926424,,0.047539076,0.620801322,
4930481A15Rik,0.34101176,8.996910907,,0.047539077,0.620801322,
Eno2,0.341031595,8.996722396,,0.047539081,0.620801322,
Acsf3,0.341522306,8.996949921,,0.047539077,0.620801322,
Stk11ip,0.342054313,8.996808511,,0.047539082,0.620801322,
Ankrd13d,0.342187331,8.996844996,,0.047539082,0.620801322,
Plpp4,0.342255849,9.418715641,,0.044688023,0.620801322,
5830454E08Rik,0.342461163,8.996768879,,0.047539083,0.620801322,
Sptbn2,0.342629406,8.996700963,,0.047539085,0.620801322,
Gm20554,0.343672122,8.996724853,,0.047539087,0.620801322,
Set,0.348797087,9.665071847,,0.023583324,0.557371742,
Tubb4a,0.352948834,9.412726785,,0.041579361,0.619852326,
Elavl3,0.361800135,9.337706113,,0.041283113,0.616297909,
Enah,0.368207936,9.477005187,,0.027764382,0.570516335,
Hnrnpm,0.371130005,9.50724198,,0.025655381,0.569709795,
Glul,0.371559104,9.683827205,,0.016632644,0.5123912,
Ppp1cc,0.373397324,9.461963892,,0.022907795,0.552430299,
G3bp2,0.376861357,9.394465261,,0.029185628,0.570516335,
Zfp428,0.377115091,9.338984167,,0.036465715,0.594324253,
Pop5,0.378783945,9.342641308,,0.034248578,0.591254993,
Mat2b,0.380386738,9.341932547,,0.034338446,0.591254993,
Bicd1,0.380585234,9.408186674,,0.024016496,0.558519709,
Prr13,0.382045333,9.292149481,,0.039735073,0.613820498,
Higd1a,0.382143329,9.456584797,,0.023853654,0.558519709,
Slc38a2,0.384965352,9.264036983,,0.044882769,0.620801322,
Fam3c,0.386931774,9.333394871,,0.031995185,0.570516335,
Crcp,0.719429734,9.02584243,,0.000880192,0.164595982,
Tm7sf3,-0.553450609,9.523927663,,0.000910062,0.167247392,
Rrp1,0.394746501,9.498996458,,0.014598299,0.487433344,
Ppp2r2a,0.395345922,9.441197821,,0.020276819,0.525034595,
Cdk1,0.742890342,9.039803379,,0.000931042,0.167653189,
Ccdc59,0.399195187,9.26317215,,0.037331281,0.600172138,
Tpr,0.399508206,9.328123554,,0.027944725,0.570516335,
Tmem14c,0.400418757,9.262517878,,0.037331281,0.600172138,
Zcchc17,0.401640552,9.368749838,,0.024254867,0.558519709,
Adk,0.40341361,9.269820382,,0.03426283,0.591254993,
Manf,0.405008949,9.507273868,,0.012147907,0.464769888,
Rpgrip1l,0.405463134,8.999087719,,0.02263015,0.549464228,
Mapkapk2,0.405476367,8.999189583,,0.022630149,0.549464228,
Gal,0.405608183,8.999109747,,0.02263015,0.549464228,
2610305D13Rik,0.405748675,8.99922138,,0.022630149,0.549464228,
Retsat,0.406053751,8.999062687,,0.022630151,0.549464228,
Cad,0.406602093,8.998959572,,0.022630153,0.549464228,
Lman2l,0.407346405,9.205508549,,0.046254212,0.620801322,
Cbr3,0.407954863,9.2058653,,0.046254212,0.620801322,
Fxyd7,0.408222795,9.242112446,,0.038240857,0.605852346,
1110017D15Rik,0.409624707,9.00351308,,0.030399118,0.570516335,
D11Wsu47e,0.40963087,9.003579706,,0.030399117,0.570516335,
Zfp583,0.410952011,9.00339981,,0.03039912,0.570516335,
9830147E19Rik,0.411543625,9.003624672,,0.030399119,0.570516335,
Txndc17,0.412354336,9.21277616,,0.042393232,0.620208863,
Hbegf,0.413055719,9.180448841,,0.048590835,0.620801322,
Hbb-bs,0.415153975,9.008056675,,0.036461256,0.594324253,
Mef2d,0.415223847,9.008154508,,0.036461256,0.594324253,
Mms22l,0.415317859,9.007793392,,0.036461258,0.594324253,
Dedd2,0.415486045,9.008114787,,0.036461256,0.594324253,
Prex2,0.416097303,9.007969465,,0.036461258,0.594324253,
Nefl,0.416337758,9.008173164,,0.036461256,0.594324253,
Tceanc2,0.416542636,9.008151483,,0.036461257,0.594324253,
Relb,0.416651196,9.00805355,,0.036461258,0.594324253,
Ccdc153,0.417629119,9.007996113,,0.036461259,0.594324253,
Serp1,0.419216475,9.384257098,,0.018285782,0.525034595,
Chchd7,0.419611781,9.012515588,,0.041038801,0.615205426,
Gm10709,0.420674613,9.012358419,,0.041038803,0.615205426,
Gm28151,0.420810687,9.007889903,,0.036461262,0.594324253,
Fgfr1op,0.42292863,9.012438812,,0.041038804,0.615205426,
Pecr,0.424468844,9.016674814,,0.044393212,0.620801322,
Mtmr4,0.42581069,9.016720319,,0.044393213,0.620801322,
Celf4,0.426049961,9.158203345,,0.048094383,0.620801322,
Hivep2,0.426361269,9.016872103,,0.044393213,0.620801322,
Cnnm2,0.426761347,9.016991533,,0.044393213,0.620801322,
Dgkd,0.427114027,9.016855664,,0.044393213,0.620801322,
Gab1,0.427566293,9.162470821,,0.046067122,0.620801322,
Dhx36,0.428152541,9.207416101,,0.035875558,0.594324253,
Elavl2,0.429770059,9.021449845,,0.046761265,0.620801322,
Mgst1,0.430599149,9.021217817,,0.046761266,0.620801322,
Lsm5,0.430626638,9.257896442,,0.025315542,0.568080766,
Nck1,0.43085352,9.21111236,,0.034365916,0.591254993,
Mgp,0.432314377,9.021361476,,0.046761267,0.620801322,
Entpd7,0.432560911,9.021353064,,0.046761267,0.620801322,
Nlgn1,0.432844613,9.349814521,,0.013570113,0.475802077,
Mars2,0.432938688,9.025638887,,0.048340948,0.620801322,
Fbxl4,0.433500555,9.025853243,,0.048340948,0.620801322,
Palld,0.434120172,9.025548894,,0.048340949,0.620801322,
Fam160b1,0.436487094,9.030024437,,0.049292873,0.620801322,
Gtf2a1,0.437303596,9.03003147,,0.049292874,0.620801322,
Aldh6a1,0.437391456,9.18203003,,0.03718106,0.600172138,
Pbdc1,0.437791804,9.131473432,,0.048503525,0.620801322,
Samd4b,0.437853838,9.131476377,,0.048503525,0.620801322,
Atp1b3,0.438460324,9.230166684,,0.02775103,0.570516335,
Riiad1,0.438526017,9.030237832,,0.049292874,0.620801322,
Zfp273,0.4388113,9.030175072,,0.049292874,0.620801322,
Zfp961,0.440132211,9.034610528,,0.049745861,0.620801322,
Zbtb10,0.440317696,9.034352065,,0.049745861,0.620801322,
Phip,0.44072156,9.24563944,,0.023418376,0.555123388,
Ncoa4,0.442783381,9.034651722,,0.049745862,0.620801322,
Ubtf,0.442808945,9.198013976,,0.031360146,0.570516335,
Polr2a,0.443432777,9.034405189,,0.049745863,0.620801322,
P2ry12,0.444716548,9.042419734,,0.049546419,0.620801322,
Npm3,0.445353201,9.197534262,,0.031360147,0.570516335,
Ldha,0.445472283,9.391079727,,0.0108274,0.449063246,
Hexb,0.445891978,9.307129886,,0.049149751,0.620801322,
Fyco1,0.447729395,9.043370435,,0.049546419,0.620801322,
Nup88,0.447755145,9.043213982,,0.049546419,0.620801322,
Gtf2h1,0.449168797,9.043315481,,0.04954642,0.620801322,
Sox3,0.449227294,9.043097154,,0.04954642,0.620801322,
Iws1,0.450472258,9.100149157,,0.048729563,0.620801322,
5033426O07Rik,0.450965169,9.043333317,,0.04954642,0.620801322,
Dag1,0.453212535,9.220836132,,0.024335982,0.558519709,
Acox1,0.453782227,9.168328678,,0.033328011,0.583322281,
Eps8,0.454268828,9.28336008,,0.015385541,0.48938812,
Pianp,0.455716019,9.172193774,,0.031968462,0.570516335,
Ap1s2,0.456434771,9.056201571,,0.047494862,0.620801322,
Upf1,0.456524688,9.05199399,,0.048344333,0.620801322,
Cks2,0.457276872,9.115070963,,0.041804653,0.620208863,
Gabrb1,0.457288139,9.055952388,,0.047494862,0.620801322,
Zmym3,0.457362739,9.051706334,,0.048344334,0.620801322,
Stx5a,0.459804669,9.18418804,,0.028217153,0.570516335,
Spats2l,0.460679818,9.126134246,,0.038665919,0.607876159,
Pabpc4l,0.460884573,8.996789266,,0.005631073,0.329397243,
Cap2,0.461328611,9.064884003,,0.045474583,0.620801322,
Mcm3,0.46143078,9.060265305,,0.046528865,0.620801322,
Casc3,0.461614307,9.06495494,,0.045474583,0.620801322,
B230334C09Rik,0.46173933,9.064653248,,0.045474583,0.620801322,
1700023F06Rik,0.462258571,8.996831657,,0.005631073,0.329397243,
Irs4,0.462376209,8.996853722,,0.005631073,0.329397243,
Zbtb7a,0.463118397,9.259208636,,0.016016434,0.499178869,
Satb1,0.463786801,9.137834426,,0.034352746,0.591254993,
Spc25,0.46426572,9.058411364,,0.046528867,0.620801322,
Brcc3,0.464483979,9.137856286,,0.034352746,0.591254993,
Cntfr,0.465063052,9.199828517,,0.023899324,0.558519709,
Pcdhb21,0.465837957,9.001297051,,0.010600115,0.445062859,
Irx5,0.465937838,9.00140295,,0.010600114,0.445062859,
Gfod2,0.466660716,9.073642147,,0.043188882,0.620801322,
Csnk1g1,0.466820598,9.073303201,,0.043188882,0.620801322,
Nup107,0.466957122,9.001418016,,0.010600115,0.445062859,
Terf1,0.46717119,9.072809768,,0.043188882,0.620801322,
Ccdc186,0.46719401,9.073494436,,0.043188882,0.620801322,
Fam134c,0.467229858,9.073610853,,0.043188882,0.620801322,
Gorasp2,0.467265997,9.141665701,,0.033016481,0.580730477,
Cnot4,0.467586202,9.277580829,,0.013016537,0.471644056,
Zswim5,0.468746098,9.005786687,,0.015233067,0.48938812,
Cacybp,0.470031856,9.508757174,,0.005125584,0.325199976,
Fbxo42,0.470968136,9.005714712,,0.015233068,0.48938812,
A830092H15Rik,0.471117371,9.010189942,,0.019235748,0.525034595,
Pdha1,0.471176933,9.153919037,,0.029295159,0.570516335,
Ist1,0.4712692,9.150130191,,0.030488993,0.570516335,
Rad17,0.47165713,9.08172907,,0.04077536,0.615205426,
Casc5,0.472168917,9.014142773,,0.022549364,0.549464228,
Zfp605,0.472895263,9.010196823,,0.019235749,0.525034595,
Dcaf6,0.473321962,9.090599333,,0.03832565,0.605852346,
Ppih,0.474051172,9.085794537,,0.039550642,0.613639442,
Dnase2a,0.475314796,9.014828462,,0.022549363,0.549464228,
Hes5,0.509896461,10.22282107,,0.000943727,0.167653189,
Rnf38,0.476274973,9.014817785,,0.022549364,0.549464228,
Shank1,0.476607967,9.178301147,,0.023025013,0.552755885,
Prmt2,0.476843402,9.378519693,,0.006195457,0.349404117,
Atad3a,0.477082803,9.094459513,,0.037107132,0.600172138,
Wdr11,0.477253638,9.014658452,,0.022549365,0.549464228,
Hsd17b11,0.477258118,9.094526905,,0.037107132,0.600172138,
Zbtb6,0.477696217,9.019021902,,0.02521158,0.56694142,
Srprb,0.478414309,9.098832269,,0.035900542,0.594324253,
Phospho2,0.480606559,9.1031408,,0.034710275,0.593721269,
Banp,0.481227824,9.115410354,,0.03126892,0.570516335,
Fbrsl1,0.481437742,9.023628226,,0.027294438,0.570516335,
Ccdc78,0.481645366,9.023079828,,0.027294439,0.570516335,
Far1,0.481711446,9.18956092,,0.020403004,0.526575359,
B4galt3,0.481735497,9.111250831,,0.032391999,0.571632989,
Pon2,0.481966142,9.023655571,,0.027294438,0.570516335,
Evi2a,0.482047534,9.111523826,,0.032391999,0.571632989,
Zfp729b,0.483146732,9.02358241,,0.027294439,0.570516335,
Fam110a,0.483679071,9.115289871,,0.031268921,0.570516335,
St7l,0.4837674,9.110841106,,0.032392,0.571632989,
Pou3f4,0.484373598,9.032311754,,0.030036193,0.570516335,
Nefm,0.48467035,9.028161654,,0.028877409,0.570516335,
Nrsn2,0.485107706,9.036651798,,0.030838578,0.570516335,
Cx3cr1,0.485602359,9.035931782,,0.030838579,0.570516335,
Zfp68,0.485823307,9.119623549,,0.030172247,0.570516335,
Zmynd19,0.48594047,9.036625926,,0.030838578,0.570516335,
Ccnb1,0.486381777,9.12054584,,0.034910288,0.593721269,
Gm15800,0.486434601,9.041035113,,0.031343448,0.570516335,
Itsn1,0.488018981,9.032269378,,0.030036194,0.570516335,
Mog,0.488497164,9.040980485,,0.031343449,0.570516335,
Slitrk6,0.488612023,9.032243182,,0.030036194,0.570516335,
Gak,0.489007593,9.045366655,,0.031601139,0.570516335,
Itgb5,0.489395358,9.044654685,,0.03160114,0.570516335,
Tanc1,0.490351236,9.131272825,,0.02705114,0.570516335,
Trappc12,0.490434244,9.045634012,,0.03160114,0.570516335,
1700066M21Rik,0.490587712,9.135817453,,0.026069019,0.570516335,
Fam135a,0.49091088,9.136016596,,0.026069019,0.570516335,
Siah2,0.755248145,9.064927903,,0.000986107,0.17091629,
Anxa7,0.492158597,9.045464908,,0.03160114,0.570516335,
Gnl3,0.493102585,9.148121935,,0.023299282,0.555123388,
Ivd,0.493356947,9.049791965,,0.031654304,0.570516335,
Fkbp15,0.493402024,9.045360546,,0.031601141,0.570516335,
Gm42851,0.494141566,9.049834109,,0.031654304,0.570516335,
Map3k4,0.494406329,9.049618675,,0.031654304,0.570516335,
Peg3,0.496740865,9.435263842,,0.004150016,0.309335777,
Bfsp2,0.499406227,9.071304227,,0.029929708,0.570516335,
Rarres2,0.500362079,9.070924475,,0.029929709,0.570516335,
Rlim,0.500851855,9.070831565,,0.029929709,0.570516335,
Atp6v1c1,0.503903429,9.195768258,,0.014676142,0.487433344,
Fam13c,0.503973526,9.084004643,,0.028035352,0.570516335,
Maea,0.504029117,9.084076363,,0.028035352,0.570516335,
Smc4,0.504085559,9.091352281,,0.02662598,0.570516335,
Pak7,0.504193386,9.084162652,,0.028035352,0.570516335,
Car2,0.505568555,9.088048113,,0.027339758,0.570516335,
Mcmbp,0.505817517,9.211105612,,0.012548547,0.471562096,
Znrd1,0.509284939,9.230496083,,0.010308201,0.445062859,
Supt5,0.729557136,9.126026242,,0.001020196,0.17091629,
Bri3bp,0.51025213,9.105130329,,0.02443435,0.558519709,
2210016L21Rik,0.513579193,9.260527872,,0.007516546,0.396628026,
Mypop,0.513591966,9.125829024,,0.020845764,0.530834982,
Cacna1e,0.515135039,9.134186154,,0.019487368,0.525034595,
Prmt5,0.517359296,9.14620239,,0.0175618,0.525034595,
Ppp1r14b,-0.460386814,10.32777891,,0.00103303,0.17091629,
Cpsf6,0.520295267,9.315564877,,0.004210368,0.309505608,
Pdia4,0.520401687,9.32314024,,0.003836916,0.296360054,
Zfp91,0.520586622,9.165777111,,0.014679248,0.487433344,
Gm4924,0.524028399,9.007961297,,0.007505336,0.396628026,
Slc7a11,0.52407075,9.003603595,,0.00490007,0.321889904,
Jmjd6,0.524803266,9.209090419,,0.00974042,0.441800579,
Sipa1,0.524928779,9.008057415,,0.007505336,0.396628026,
C4b,0.52613778,9.012461521,,0.009960954,0.442390867,
Syndig1,0.527000125,9.012605757,,0.009960954,0.442390867,
Calb1,0.527439143,9.012503395,,0.009960954,0.442390867,
Myh14,0.527804755,9.012636522,,0.009960954,0.442390867,
Pcsk6,0.529365404,9.021349186,,0.014042937,0.482041425,
Slc12a6,0.529590492,9.02558305,,0.015628682,0.48938812,
Atg2b,0.530050884,9.021080885,,0.014042938,0.482041425,
Zswim1,0.530775147,9.030181061,,0.016928619,0.517914404,
Trim7,0.530830193,9.025946892,,0.015628682,0.48938812,
2610021A01Rik,0.531373862,9.025889333,,0.015628682,0.48938812,
Ascc3,0.531797449,9.047763386,,0.01981912,0.525034595,
Smg1,0.532096423,9.034572046,,0.017969064,0.525034595,
Qpctl,0.532710447,9.056134027,,0.020252398,0.525034595,
Zfp160,0.532785356,9.051893207,,0.020100464,0.525034595,
Zfp84,0.533605807,9.047658204,,0.01981912,0.525034595,
Phrf1,0.534386767,9.060475046,,0.020294048,0.525034595,
Tmem145,0.535310648,9.056389108,,0.020252398,0.525034595,
Crip1,0.535840834,9.069215254,,0.02011137,0.525034595,
Kat7,0.536493158,9.073461388,,0.01991434,0.525034595,
Dctn5,0.53654962,9.090206423,,0.01866284,0.525034595,
Gm42418,0.536614866,9.085870983,,0.019028665,0.525034595,
Kctd13,0.537628364,9.081963083,,0.019364113,0.525034595,
Tpx2,0.538289479,9.071161976,,0.019914341,0.525034595,
Creld1,0.538311378,9.086344933,,0.019028665,0.525034595,
Mrps30,0.539325798,9.106790168,,0.01700629,0.517914404,
Ckap2,0.539535797,9.093254196,,0.018272768,0.525034595,
Fxyd1,0.540597562,9.110870579,,0.016565156,0.511791328,
Zfp579,0.541604353,9.135735417,,0.013902742,0.482041425,
Top2a,0.542627903,9.107418099,,0.016565157,0.511791328,
Cdkn2d,0.542943185,9.146774102,,0.012631957,0.471562096,
Kbtbd11,0.544510138,9.233997625,,0.00578588,0.333360485,
Hsph1,0.563264723,9.220722837,,0.004952617,0.321889904,
Dbp,0.564340151,9.162051874,,0.008213412,0.411644195,
43164,0.564655463,9.220698728,,0.004952617,0.321889904,
Srgap1,0.564886122,9.141851645,,0.009550146,0.436626447,
Wdr12,0.564955715,9.154239297,,0.008737625,0.418136572,
Ube2c,0.566122314,9.142011869,,0.015386494,0.48938812,
Itm2a,0.5661727,9.185980013,,0.006757828,0.375165026,
