ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
Mpc1,0.278975801,9.016860295,,0.162847801,0.811084116,
Parvb,0.364756506,8.918831342,,0.163321361,0.811084116,
Ifnar2,-0.369652498,8.421715111,,0.164016068,0.811084116,
Sox4,0.256978275,10.56606453,,0.16434022,0.811084116,
Immp1l,0.336842313,8.463522472,,0.16437317,0.811084116,
Polr2k,0.284522779,8.821084835,,0.16455261,0.811084116,
Psmd1,0.349587994,8.421308182,,0.165640627,0.811084116,
Chd3,-0.305081423,8.830764928,,0.166822208,0.811084116,
Rpl6l,-0.298169002,8.70850148,,0.166885456,0.811084116,
Gapdh,0.240727537,9.257559273,,0.169490339,0.811084116,
Abhd16a,-0.329218311,8.580257306,,0.169742571,0.811084116,
Cct2,0.303860788,8.585785502,,0.171069244,0.811084116,
Sh3glb1,0.278289803,9.136517391,,0.171202814,0.811084116,
Rheb,0.240486189,9.101602844,,0.172141592,0.811335143,
Cers2,0.297055313,8.744875927,,0.173206016,0.811470481,
Tcp1,-0.291151773,8.71478493,,0.173806075,0.812423808,
Rassf10,0.322808362,8.767608762,,0.174567921,0.812517497,
Hadhb,0.288534171,8.704102599,,0.175592632,0.812517497,
Tmbim1,0.317243081,8.656328766,,0.175645275,0.812517497,
Smarce1,0.337740562,8.431524131,,0.175842341,0.812517497,
Pcbp4,0.252048814,9.078703537,,0.176414835,0.812517497,
Pgls,-0.28518515,8.70397381,,0.176883989,0.812517497,
Mrpl12,0.324696296,8.441570861,,0.177087273,0.812517497,
Emc2,0.325962167,8.510268867,,0.177144397,0.812517497,
