tsne.TSNE.1,tsne.TSNE.2
-6.559592508,21.01059923
26.98979808,23.08191031
-10.69363203,15.37986026
-18.40800862,-6.989286285
5.185865786,21.24155692
-24.08902052,-10.15591387
-9.534587343,-27.23269869
-16.81483699,26.39170296
-20.40679742,21.17021723
25.74565516,21.58284881
-18.38547617,25.36815392
-20.75426166,11.09154173
-11.80323262,-16.97040074
-10.4566259,17.05859569
-11.70537824,25.80164405
-5.779328075,21.08531604
-14.0923668,20.36022977
32.38551575,-9.749182079
-20.83711224,-5.755809162
-15.55508891,-27.45700979
13.07142549,39.63609872
-10.63347897,-16.940949
45.76642661,9.910394731
-12.75215526,-19.70389523
23.54615165,17.30221227
25.96299457,22.66978957
-0.913870091,-1.020752312
5.989766936,-29.06477722
24.23122675,23.85210028
-20.6263607,11.01837782
35.1610119,1.375990004
-14.23772236,26.3396834
-14.69702811,19.44908488
-12.81401426,27.37805429
-5.522299742,14.51046345
-21.56913535,-9.752588975
-19.30816608,-22.0070888
17.16541014,16.74469256
-20.91121667,-19.57431911
-20.95588895,16.31656211
33.72905555,-12.04528617
33.02584889,-5.089321942
-21.89370432,-13.09664242
-24.05460215,21.57949761
26.65080062,-20.52530721
13.66821965,40.8051693
36.85754401,-9.002173401
12.1110326,-4.392196736
-15.67697741,21.13287811
36.25737961,1.154756788
-18.94492486,18.36861483
-9.805557609,33.76105524
-18.23362595,-6.453452897
-23.49157985,-15.01283004
6.057751773,-34.9270742
-12.70530268,-21.19007443
-12.62953875,-26.47102075
9.254446313,41.41020955
14.8012723,-5.083951279
-10.78796021,-11.90485556
12.77289709,-11.02476707
9.935728129,39.46428402
31.34678262,-15.7619843
4.680346771,-26.8751204
6.921200047,-27.95251286
21.4874161,27.09828298
6.669892579,22.82541826
-3.8542698,11.89191575
-19.08230674,-17.23986104
24.69306525,19.82866145
-9.863166492,-26.36810146
-12.28146828,-31.59776542
-10.55017478,-24.96559431
12.27871889,-38.84493194
31.17236689,-3.447000582
-13.27962694,-12.39508576
-4.485336703,21.97645808
-17.51324003,-17.26291917
6.383573588,27.09142147
-0.956364041,0.068721611
-11.1305221,-31.45901094
35.65710933,-8.722845379
-12.78203648,27.69413222
-41.33459093,5.449872287
-7.761397564,25.20466494
9.945402895,9.411783154
23.53234891,27.56987624
23.4328715,27.15278716
22.97909201,13.84117937
-18.60778255,-24.72856853
-27.2114732,-1.918254622
-15.05314451,-30.82521753
-15.26659577,-14.78924483
0.856464522,11.94590816
-18.27922817,-15.7016459
25.46935054,23.60689538
-7.303053621,-27.08690137
-5.954950096,25.57541463
-13.54637377,5.240721208
25.63398908,16.25828319
-19.15185983,-10.97003737
-20.45112748,11.64057877
0.225926658,-1.84867344
-11.19165731,11.85012006
32.14949567,-16.58676526
12.15063425,-4.078630159
-17.13646166,24.85493301
30.87062959,-19.85117207
-13.3709308,20.2248615
7.100610339,-41.66804754
13.32672932,-3.829657244
12.73596457,-34.31533553
-15.90232608,-17.76873435
-13.81287161,27.56751915
-11.48749138,7.230982774
-21.72148859,-18.70185165
2.453153407,-18.68647757
-25.60986341,19.00102532
9.293190148,41.70871711
-11.42644136,-31.52977502
-22.43243496,-3.790983343
26.79613745,14.59964075
-16.02671937,10.09035843
32.6343105,-12.13611586
10.64362554,-7.639088024
31.29590303,-3.104359187
10.31384661,13.12630587
13.04182631,-33.30246674
-42.52288014,6.014118738
-10.17391761,10.98876111
19.16534181,25.75632762
10.58486115,-30.46232267
34.53076234,1.261695664
17.05432128,-5.91779235
-15.99457183,27.94241343
-13.14112051,10.12443046
-9.833523377,-19.10804118
-25.4497326,-1.905253778
-15.09323327,22.02444496
32.64659613,-19.99014043
-21.81183419,21.90628365
-0.333430113,-1.397661167
-18.91478679,-14.73847342
17.93166226,-10.97048982
-2.717567301,23.50103662
26.17377047,24.30011556
20.79730638,14.73183028
13.50833158,-33.40788641
-17.47006921,-24.92058739
25.95036547,13.03403783
-8.664249638,21.19529971
-15.99330458,27.96004266
3.863372305,-17.00180334
-8.646774256,-18.38165673
48.06855124,6.339867412
18.04850761,-9.679033397
-11.57667432,-25.19934897
32.68350931,-13.98597844
-28.60849224,-3.98795626
32.02733931,-10.60332877
-16.05982116,-29.3469686
13.23598087,-35.60573735
13.80772676,-26.45804954
-25.4000364,-1.484694217
-6.623417603,-25.93698385
0.510881152,27.60755125
0.396841904,26.05565254
29.40060004,-17.6538447
6.476918662,21.56359462
32.04931062,-11.46593694
-11.00837758,-14.53560862
19.65768359,-9.17934785
33.8668418,-10.6696847
2.723268499,-1.004429589
-8.506731144,5.050970226
-15.74952459,-21.61218956
-14.57669507,5.963726401
0.519381441,27.08889559
7.819222589,-28.32007202
-23.19814478,-16.5684917
27.22427429,10.68708374
4.150862233,-44.88481614
18.02166506,13.71336275
-4.947888206,24.89681583
-17.5418356,-21.21709025
-10.45165002,25.84491609
8.894051508,-7.507400889
17.51862212,-10.85583046
15.32083637,-8.859321859
10.14821354,12.4078581
-9.327106993,-29.46390942
-7.534572638,17.18196453
13.97462958,-6.167044234
-5.340578835,23.49772369
-13.18756819,21.0166974
32.18050639,-18.95732221
-23.80852849,21.64333678
23.39709428,27.58021748
-16.18324204,-33.93074119
-14.64219026,5.983899188
-11.50312902,28.96456106
-2.016866473,-3.654165492
32.39162775,-18.1434441
-24.80676728,13.38370781
19.41272337,28.18907976
-12.35556316,-22.44345184
32.32241655,-17.37992233
25.30982055,17.11804625
-2.278089864,31.57168018
-9.587256041,-18.47511458
-45.16653219,-3.516433204
-7.302539014,10.24908014
-8.809319948,-24.62678934
-24.97928957,15.36090823
3.901825947,-16.81806694
0.541355413,1.122928257
-15.67763791,-17.51306691
31.76444334,-5.402460673
4.409814933,28.12988029
-4.56376414,20.1085887
23.59139626,20.36558507
-24.53674229,13.89053214
-12.30489359,11.37901357
-5.975826418,-27.21597253
-11.84774381,-31.65237134
-15.47454055,-23.12384137
-6.753903841,26.39057274
-47.27354581,-3.999815285
-21.20365739,-13.81629157
-6.012324718,34.0213792
-23.17223527,-2.270165493
27.5926581,24.51739003
33.24542685,-11.19561099
-1.933127349,34.20626849
-14.04433104,6.57855637
-2.415984441,13.11418959
35.04090308,1.591815033
-13.32829408,-19.47754786
-10.11707629,-29.92921438
-24.76150829,-2.300711451
21.58897699,17.58284626
47.07552146,8.091072105
-9.157842312,-22.84768321
24.9286441,25.68118411
27.25358443,12.99196774
-11.55956795,-15.81912446
-2.959738256,35.35725064
15.0338583,-8.655860273
36.89612395,-9.612780494
13.94471425,-6.937839553
-2.313874578,-3.504326473
49.22757233,5.212481358
35.71031829,1.546882018
0.39994568,29.77806907
32.58189895,-9.054719359
-7.192363034,-28.03394902
-10.50112946,-20.04975775
26.22256987,24.62995098
0.583146112,-24.75727607
19.62372261,24.58440111
26.34660269,20.71954382
2.670407627,27.75457367
12.50713649,-4.218311751
-23.51912708,-15.45100898
10.5166659,-30.1398151
-17.10717619,-18.85923778
20.48115503,25.84651854
-10.20728583,27.58254751
-40.843065,5.903463354
1.422465968,-25.29008726
-1.862649333,34.34151382
-9.170365694,-25.42146196
14.87886178,-7.641075989
-1.506543569,34.12023721
35.08834207,-6.290464142
-16.79311435,-32.7484501
-14.07599373,-11.40300351
-21.46505615,-21.66868925
-7.420710271,31.796569
32.87144018,-3.842829492
13.99541229,-14.2016402
38.18932175,-6.724323753
-7.894963726,-30.24166901
-23.95593972,21.49412042
-18.19247806,-4.586490537
39.09135186,2.282759639
34.89983158,-3.072017603
-24.38500133,-3.237843093
-11.74026523,7.929812286
13.54150362,-5.810484288
34.21683155,-4.774678422
28.03142984,12.85503363
38.68436648,-8.622100945
-14.32354242,16.4625768
-5.570878797,11.44603197
-12.94101218,-17.91035162
-22.4683425,14.40104579
-4.698362319,15.14326652
-23.16954236,-14.36579619
-11.08207298,27.6443333
12.44268007,-33.52093971
20.43203079,-9.690065301
38.93793584,-2.547950574
1.525481191,28.6589477
-8.387503229,-31.05359307
-16.4763819,13.11483353
-14.81209854,-26.83083392
13.91335798,39.72791038
14.51650663,-3.912288418
-9.225805026,-19.73234263
-20.78343948,-28.50680179
19.18012427,15.02442453
-4.492492388,8.713967293
26.19163928,25.33649615
24.25166363,16.25179016
34.64960373,-7.440204015
27.3884534,16.22917339
-0.749878323,14.87500493
4.395657483,28.41096214
23.16051849,10.42641295
-10.51454479,19.2633302
-12.68950664,-33.55461026
3.956670572,-16.7106043
11.58207363,39.98419293
1.358395896,-11.52744239
-13.52177871,21.45343987
19.7680649,26.02558481
-5.088728963,23.84810125
-15.13844433,5.752706332
31.82268339,-7.526910895
-12.63647026,5.312323272
32.45682989,-10.5107539
46.69304585,8.150599955
-24.12032551,-11.06144314
-11.72051439,-9.890326355
-11.86369596,30.15851411
-14.44171295,18.2442592
3.432670223,-18.52480382
-12.88979122,-32.0509066
-46.97956781,-4.589061255
-9.044782886,-28.03934488
20.39467773,5.044027746
46.95018989,7.670891168
-2.929600072,34.26891262
-11.87093943,7.32033852
-1.03751068,-3.137745975
2.716180482,21.94520501
11.71217405,-13.41179497
-13.63733659,10.34053097
1.344475338,-11.51172933
-18.09132669,-27.49206576
32.69288389,-14.02873346
-8.422059744,16.80243309
10.60397898,-7.559349164
-2.83564292,-4.093059176
21.68815219,15.88768634
-7.889520924,-28.25017889
24.77714035,-22.29770505
-16.91511519,14.58992657
-23.00446016,-0.988159188
-0.458433501,1.666943818
-6.702740384,12.99765758
8.788025805,-41.15555758
-23.47450679,-23.11609357
-11.15216802,-18.72001331
-21.015051,19.94580945
12.7329185,38.1936781
-6.156764377,33.29509186
45.67831129,10.1696102
-22.3241936,-17.41173025
-3.647470322,11.74534108
18.26010594,-11.72665511
-11.33672073,-15.49510072
14.26370863,-5.905839869
2.299828521,0.460057441
-18.09851956,-16.08564775
-22.62589666,14.77835352
16.7976732,6.138264509
-20.41011135,27.16095068
-1.035302105,-0.890078082
10.51107631,-30.56838598
32.77719472,-18.36807774
37.56734157,-1.153089144
-11.40572213,-9.687668867
-24.41249875,-14.49585827
-22.80333946,-18.03300511
-23.55595361,13.59670985
4.074444414,-26.62308984
-5.075259933,25.09329556
31.44066756,-7.30911297
-13.09700045,21.72249516
-3.053055311,16.20062195
13.93554444,-7.67166107
-10.18247126,-21.38700297
31.54714226,-20.83727361
27.09434552,24.68886089
12.18327836,40.80326042
13.79119068,38.02988279
31.61903021,-12.99787542
-16.18947182,-5.358901787
-14.25913536,24.07952054
-1.08250647,-3.441193356
-19.79053887,25.93802187
-7.512198218,-29.22163795
-13.22940668,-7.144953081
-15.31792992,26.09323769
-12.68104771,12.12456426
-13.9092263,-26.69393075
-25.92104958,4.832670673
-25.64455411,-7.517584193
25.04382153,19.21836977
-11.52874508,-24.04641347
0.629584592,0.349229989
-3.601145598,26.01857855
11.61684153,-38.46347682
21.20775822,16.70459454
20.97673258,25.6484275
19.47096528,6.536953499
-18.99621964,-13.40039174
12.67382691,-25.31389488
-28.0301947,17.03115832
-25.76107667,17.50734927
-3.10993057,30.27749933
15.06751837,-5.390758517
-0.210463083,12.28040062
22.25759093,28.11865773
-14.58459071,-20.11621742
-4.338228887,27.40015158
-10.53893604,-14.27255897
16.66786889,35.69252878
-19.86301513,16.36098623
-26.42562137,18.27927921
-11.29490226,-31.57548356
-3.677606165,34.05402041
21.23932305,-10.08196897
15.84349876,-10.48521229
5.33173773,26.19231816
-23.46364908,-12.18673792
-24.06751015,12.21996735
-18.87542151,18.72486088
-6.027700444,-28.02864418
-44.15544206,-3.525964085
-9.564876971,-16.73293997
-29.71343891,12.24881644
-15.55973564,-31.71415487
18.85181896,20.24572698
-23.82037028,19.39977659
-11.46842988,-33.7521478
-15.38885197,-28.18845172
12.70198954,-3.920622361
0.177993065,11.62454509
-24.43985287,-2.1826255
38.90791598,-8.852971142
17.96240505,11.7015199
20.93679957,20.9921586
7.343094282,-41.28487794
30.46498541,-8.575473935
-2.059629805,28.30772401
0.643735639,25.42796637
-45.28348861,2.419607541
4.243263786,28.24737989
2.414336838,-25.09137064
24.65262161,9.693214239
31.41696907,-3.153636288
-15.10289643,-32.83171675
-19.76620239,-22.07609059
13.64012998,-35.29229982
3.405317087,22.43095911
28.4654849,12.62167816
9.775133755,7.905420045
-24.77823382,-9.950650989
-8.809233435,22.80170604
-7.335250356,24.15828142
-12.88555921,27.38941033
26.41552227,19.56130534
32.73695791,-19.93939931
-6.934713793,30.1972722
-14.60158685,26.72022722
-7.637014144,-22.67608818
-14.29714302,25.63106624
-5.871962291,26.01772627
3.885308929,27.61675738
-13.43457936,-32.74981396
29.89303094,-17.3691143
-24.94992884,18.60151069
1.374469929,2.157716191
27.17711544,-20.37150621
28.50499283,20.47818018
-45.71489278,0.297469077
-15.69314851,-30.86203823
11.29766034,-14.34714388
13.97729347,-32.58488916
-18.93891968,23.66065372
-7.98315219,18.68044372
-7.475725362,29.39131829
-20.96743849,-23.28468588
-15.91877048,-27.22046616
3.845598787,-17.0529206
-19.21798047,-12.02352427
-3.960898203,19.19717566
-14.72647393,-26.0322797
-24.68782409,-13.09373138
-17.27057501,23.63197655
12.54680611,-3.626506259
-13.91763316,-31.686037
-8.825640545,7.457599537
-8.405997039,-11.67200461
30.35350808,-8.736291782
10.55723085,39.38534787
-21.09751852,0.055779418
13.77684078,-4.489546675
-12.82801433,13.62586754
48.83431411,5.480336206
4.835813789,23.52270828
-12.67970804,-21.19186075
29.8587522,-17.26107651
-8.206590039,-19.27704717
6.332424683,-43.28035678
1.631517243,-1.177183785
-27.16115947,-3.337428863
-24.41224184,-14.06697193
-11.82602514,-20.92862896
-10.71693525,9.709912055
-12.90476656,14.66029278
-2.027608403,26.98581097
9.915187861,-9.118338414
-11.3859726,16.14292505
2.816394178,4.542605051
-16.64641926,-30.62145689
3.613967128,24.49551587
11.88004343,-34.83671651
-9.902409655,-27.9644907
-12.30200223,-15.29216171
8.904673712,42.80217349
22.63570821,8.173049907
31.26168068,-21.52226265
12.9592091,-10.29022505
-0.623878063,2.005749938
0.849919202,-22.67906189
27.10468539,12.96358712
-20.329576,-15.2928423
-12.23085538,30.25059522
-11.05280974,-23.41350645
10.30408193,-7.563321946
21.7357007,4.194178302
1.247973187,-24.95793686
12.45214873,40.21987265
-16.95656464,-22.25820455
30.76563766,-2.214607161
-17.31582396,-32.25602072
0.372899382,-8.569371398
-16.05972177,13.38091794
-25.02027067,-8.049326706
-18.9995362,10.77928358
22.77093331,21.2267042
-14.76355482,18.00203354
31.28103008,-10.68824831
-12.18459216,-26.81122277
11.79863009,-11.31689868
10.27284984,12.96235765
-4.448123811,22.42309859
-2.548954722,24.99077339
23.50619175,13.53315438
-8.924538199,-28.87231055
10.89581963,-4.773813671
-13.83147755,27.42772667
31.46392747,-10.91279038
2.289497082,-26.0602897
32.31690114,-17.67241734
-15.67422301,6.007884907
-23.51144331,-3.375767012
1.039251525,12.43783339
23.75764964,6.150495877
-13.81124461,7.195182197
-24.51225955,-2.061165702
4.946697759,28.19376467
34.03293075,-12.00976815
4.23937878,-44.9980128
24.7200907,-22.33265297
30.76168493,-16.39128904
-15.95247979,-19.09359114
-20.29324203,26.84979532
26.11518575,9.362960911
-14.58643316,-17.89688473
-8.997965555,-26.40084057
-26.54033656,-2.91461021
31.3850373,-6.161148524
19.77799585,17.26915207
-29.08365359,12.09906097
-3.508854789,17.73708827
10.1915056,-35.80052862
-21.18644811,-12.34165057
24.63819051,22.02180068
10.21172543,12.69369904
24.63023214,18.84236698
24.85057572,-22.25017271
-0.108644003,33.89972865
2.367970399,-18.5330352
5.486805898,26.54520834
26.93527476,15.29189637
-0.269447504,-3.97603097
-15.96491008,28.02158821
45.66783817,9.570312383
10.16855385,-27.9289998
25.37316402,20.55343867
-16.46289791,-14.03866321
-6.260681836,32.26372473
11.62003613,-34.87912475
-19.12807202,-11.90977919
27.52512255,22.73760703
15.96341262,-10.80689977
-28.55885691,-8.848785827
34.448555,0.632054562
-7.434459934,19.27843086
-13.70577556,-30.2500213
21.540438,25.05745253
41.24898512,-2.20400672
-15.01448687,-28.70155136
27.74781935,22.2257969
-20.27968976,-29.53956604
26.69628488,22.89990926
-15.35697244,-30.84094024
12.44928061,-6.6647149
11.75186202,41.0651196
8.109237847,-41.60436904
-23.26295176,13.24204107
11.71750896,-37.49273256
14.23525718,-31.01595296
13.20622938,-25.20630039
8.407113814,41.42094969
39.77565304,1.638016521
35.02395857,-2.774185218
27.85049902,17.12571475
-28.0312789,17.11991086
40.46875619,-3.214879406
-9.60791649,14.58131765
-5.734545125,23.87126108
-3.067951637,27.72848484
19.96469138,15.51933834
-17.24851445,-33.12689547
27.21805458,15.89170223
46.00198789,10.03949819
-12.35018936,-15.38092379
-25.71396624,-10.19924541
-5.53540136,29.39989807
13.62513339,-34.27543395
-7.927965793,11.54037219
-25.93018339,-11.21997646
22.52083075,26.58510046
-16.00883327,-30.33516183
-14.82568796,22.51350643
0.439866681,-49.91875117
32.1267423,-17.23361916
-25.22868654,19.30454758
3.781592131,24.38830305
1.901749409,13.95478396
1.207936975,29.4985585
11.06724285,-28.44010721
-12.91462564,-32.81225307
12.09992634,-3.119024564
38.11312241,1.254694505
36.12566453,-3.344373146
-8.732099652,15.03478669
-5.142867282,25.11878277
-18.53434321,-7.753700341
36.74687342,-10.01174146
21.71966145,5.357071036
-16.45603214,-22.19850795
18.96475424,20.38349892
36.17515484,-8.738849045
38.61016953,-1.636752554
-18.05077792,17.14270184
0.071233785,3.257868055
-8.258783776,-13.23997782
-11.11529498,28.4294034
-27.20333007,12.90215552
13.88977632,-3.811401307
46.45839097,9.172315427
-19.91844295,16.39842468
11.76979681,-4.102509612
38.48694412,1.001473628
0.437170652,23.02537518
12.02381882,-11.62507301
41.50352092,-2.439992684
15.57414047,-8.128450889
-26.67143898,-7.453193262
-27.71507337,-8.100377805
45.66152497,10.22750269
-21.40855184,-9.481192446
-21.15798394,-9.879586289
-11.93437314,26.68791225
28.31012813,-21.26184687
-8.576678652,16.63937029
-0.83149567,-51.24498332
-13.57384627,16.94279053
21.45265407,5.545304319
13.73513054,-36.5733815
-3.329916063,33.98635684
27.90518034,16.91284368
-25.90342884,17.75942113
-46.42355331,-2.554342908
25.4895708,12.98561885
-13.19876946,12.82153159
-22.51246634,-21.01096812
31.50529971,-5.419794911
-16.01389081,-32.8862285
47.62104785,6.836206112
2.099725123,-25.1211738
-8.451418035,-18.2642262
-4.493353832,22.43973687
19.06513582,19.90055713
-31.09068689,13.01164174
24.69706979,-22.34574874
-22.63420712,-4.067606715
-27.47522694,15.29262389
-43.93960051,3.119572928
-1.149442938,32.70630246
-9.862550681,30.14550575
8.137093064,41.84944854
19.67857393,6.424367364
-1.520156051,21.72836359
20.85230267,-9.899627072
10.04294557,10.51058869
32.21819635,-18.21928961
-10.10600507,-28.8609252
-13.21933187,13.39791777
12.3712696,40.03199205
1.855267168,21.78600516
25.45865057,20.55146591
-5.489532152,31.28803358
-41.89266543,4.62813226
17.71962987,-9.785516341
-14.95596754,-19.08104392
28.58409098,-18.2862437
-23.81597404,-9.633781163
-9.314752695,11.15142027
-7.081416271,32.33964559
9.956575621,12.11784964
1.351997931,-11.5194486
0.200892716,11.92739357
-13.13289154,-22.33370063
-9.09595143,-29.35549589
28.55370427,-19.14896621
-11.97704387,-33.52443481
-12.83345928,-9.304375231
39.44984009,0.708209568
-26.64238871,17.97507169
6.669550464,26.17603185
35.6511549,-6.986100494
-15.68778477,-24.90074484
19.87023432,15.66545423
12.25130964,-8.193134738
-22.14777371,-2.53404913
-22.24583229,-13.21807936
-0.468544783,-1.007374678
-24.48149216,20.19526566
47.79866477,8.037413879
-10.31112301,-15.46888684
-17.22355497,12.41966883
-12.59231962,-28.78237383
-3.136673886,26.68258327
