ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
Nudcd2,0.33215943,8.533063335,,0.011760994,0.282391972,
Ube2h,-0.357856741,8.476993575,,0.011795439,0.28260333,
Ttc9,0.381604074,8.421468062,,0.012135236,0.286858075,
Thtpa,-0.378057562,8.410041062,,0.01237724,0.290233118,
Smim12,-0.376079345,8.424967598,,0.012571261,0.290717242,
Pkig,-0.37492859,8.433588875,,0.012571587,0.290717242,
Tmod2,-0.214597636,9.431524842,,0.012572637,0.290717242,
Ssrp1,-0.376900499,8.431370039,,0.012577947,0.290717242,
Sppl2b,-0.367148617,8.424354957,,0.01257799,0.290717242,
Slc43a2,-0.279151823,8.952496467,,0.012697743,0.290717242,
Rgs3,0.339669712,8.506773083,,0.012714428,0.290717242,
Zfp207,0.289184207,8.803364755,,0.012812053,0.29234293,
Ppp1r10,0.376247158,8.440391448,,0.012858608,0.292799003,
Rap1a,0.187669778,10.11854013,,0.012948282,0.294233022,
Smim20,-0.344810689,8.5018782,,0.013199237,0.295785722,
Mettl7a1,-0.325692043,8.624178606,,0.013328518,0.29735547,
Pcbp4,-0.20188119,9.472252986,,0.01357562,0.301040053,
Jam3,0.20104866,9.509648252,,0.013893519,0.30441447,
Zdhhc9,0.325131721,8.556126612,,0.014041307,0.306434142,
Cnep1r1,0.333957327,8.516576689,,0.014084744,0.306774628,
Pdlim2,0.19338125,10.01782272,,0.014292641,0.310135985,
Nfia,-0.309863832,8.835510499,,0.014392101,0.310681079,
Pkp4,0.351629182,8.479209823,,0.014420516,0.310681079,
Eif6,-0.277385418,8.727920507,,0.014457989,0.310681079,
Prnp,0.172700807,9.813036943,,0.014461428,0.310681079,
Srsf6,-0.313530153,8.583460458,,0.014667636,0.313559502,
Vps8,-0.34211637,8.490795203,,0.014753978,0.313559502,
Aars,0.32084765,8.565275259,,0.014831041,0.313559502,
Elavl3,0.18734579,9.62622495,,0.014832658,0.313559502,
Atg101,0.364598293,8.451481067,,0.01488473,0.313559502,
Rab11b,0.23311549,9.077105646,,0.014920747,0.313559502,
Ddit3,0.362574998,8.471687422,,0.014984332,0.313559502,
Agpat3,-0.319942628,8.553139265,,0.015088471,0.313559502,
Endod1,-0.251186567,9.017889496,,0.015180251,0.313559502,
Ift20,0.303277028,8.61781126,,0.015414993,0.316366172,
Pacs2,-0.213700165,9.420634656,,0.015474426,0.31686301,
Ak1,-0.330906961,8.506557027,,0.015496703,0.31686301,
Synj2bp,-0.373125139,8.406565574,,0.015573699,0.317847661,
Ost4,-0.27352485,8.765865518,,0.015793317,0.320549067,
Atp5h,0.165966672,9.644367812,,0.016065702,0.324808874,
Cdk2ap2,0.318880913,8.549174547,,0.016073001,0.324808874,
Ephb1,0.317355631,8.563823517,,0.016414715,0.329520163,
Mrps25,0.350328297,8.462658739,,0.016695696,0.331653938,
Pcdh11x,-0.320373132,8.617014478,,0.016917341,0.334247406,
Ctsf,0.306223072,8.601836482,,0.016923152,0.334247406,
Tacc1,-0.339301096,8.482429543,,0.017011183,0.335385051,
Lrrc8a,-0.339134866,8.477775912,,0.017218691,0.337664053,
Litaf,0.206325539,9.307912385,,0.017255274,0.337780421,
Klf13,-0.188886899,10.05785659,,0.017676068,0.340573332,
Arhgef1,0.368889237,8.406961548,,0.017776985,0.341109946,
Bag1,0.350586876,8.443692573,,0.01788024,0.341692695,
Ptges3,0.254185089,8.913223455,,0.017889183,0.341692695,
Tmem63b,-0.317445312,8.521281209,,0.017972433,0.341714929,
Ccng2,0.342256784,8.48177417,,0.01801437,0.341714929,
Selm,-0.202241388,9.33082431,,0.01853094,0.346151675,
Xbp1,0.333198018,8.503777134,,0.018617274,0.346404414,
Asb8,-0.353076243,8.433894195,,0.019176299,0.346404414,
Ado,-0.196620815,9.444997902,,0.019266113,0.346404414,
Ythdc1,-0.304604719,8.576829696,,0.019289646,0.346404414,
Hs3st1,-0.278940843,8.94280538,,0.019290436,0.346404414,
Brox,-0.351802918,8.426476121,,0.019380068,0.346404414,
Adam15,-0.299586739,8.596617696,,0.019487365,0.346404414,
Ifi27,-0.314494993,8.834252183,,0.019495378,0.346404414,
Mvp,-0.349108471,8.418849329,,0.019519373,0.346404414,
Trap1,-0.35704844,8.400101586,,0.019529272,0.346404414,
Man1b1,-0.360690678,8.4016231,,0.019552681,0.346404414,
Kdm4a,-0.36437315,8.415383437,,0.019561013,0.346404414,
Neo1,-0.358271512,8.407763672,,0.019581703,0.346404414,
Elf2,0.341451421,8.479902844,,0.019661594,0.347174502,
Rpl13-ps3,-0.315358033,8.531825019,,0.019730339,0.347174502,
Akt1s1,-0.307624726,8.54819684,,0.019736551,0.347174502,
Ldhb,0.301889991,8.905203765,,0.019833371,0.347174502,
Serp1,0.287869928,8.65044008,,0.019915826,0.347848367,
Gabarap,0.169421583,9.575158793,,0.020053576,0.348476443,
Tpi1,0.292032587,8.626151852,,0.020092743,0.348476443,
Gjc3,-0.165716079,9.649142937,,0.020109883,0.348476443,
Csrp1,-0.11804737,10.96992612,,0.020165118,0.34888504,
1110008P14Rik,0.343988275,8.451244001,,0.020365597,0.351250766,
Ptgds,-0.206918346,14.6837676,,0.020980914,0.360734256,
Ppp3r1,-0.323569775,8.469280779,,0.021151339,0.362533288,
Nip7,0.360191724,8.407441491,,0.021385501,0.364280689,
Zfand6,-0.290843507,8.657146716,,0.021478768,0.365304782,
Akr7a5,0.270266482,8.762671405,,0.021745896,0.367016112,
Aldoa,0.152083198,9.882388058,,0.021957216,0.367726499,
Pcolce2,-0.301977085,8.647921667,,0.022038194,0.367726499,
Mtdh,0.255308091,8.850284652,,0.022298764,0.369001025,
Cops6,-0.260084028,8.767653715,,0.022470301,0.370863464,
Wnt3,-0.304667457,8.535045477,,0.022643914,0.370863464,
Frmd5,-0.298121063,8.585939778,,0.022646152,0.370863464,
D1Ertd622e,-0.254217062,8.83299233,,0.022680517,0.370863464,
Glul,-0.16299493,12.48573959,,0.02288935,0.373723745,
Ncoa3,-0.337570534,8.444204996,,0.023025812,0.375395671,
Commd9,0.291930555,8.570492195,,0.02314724,0.376008258,
Marcksl1,0.236045703,9.770173246,,0.023274749,0.376207533,
Sox8,-0.249432924,8.918009751,,0.023280423,0.376207533,
Stx8,-0.34395942,8.437344471,,0.023344581,0.376253356,
Ermn,0.111629886,11.15913875,,0.02350941,0.376253356,
Mrps26,0.289553731,8.584202379,,0.023741851,0.376487688,
Cdh10,-0.339927113,8.422151904,,0.024045909,0.378242922,
Ywhaz,0.266444519,8.737845127,,0.02405846,0.378242922,
Aldh6a1,0.265917858,8.712440417,,0.024095276,0.37828211,
Itfg2,-0.341491327,8.416355802,,0.024237837,0.378930317,
Ppp2ca,0.214576044,9.134976279,,0.024249775,0.378930317,
Atl1,-0.312395146,8.481805266,,0.024351936,0.378930317,
Mynn,-0.342127408,8.409859449,,0.024381139,0.378930317,
Cep295,-0.347114014,8.406723618,,0.024446008,0.378930317,
Ctps,0.362813255,8.555364647,,0.024550561,0.380016475,
Mal,0.116538712,12.31069081,,0.024619206,0.380017061,
Sdhc,0.276291446,8.643092096,,0.024672941,0.380017061,
Calm3,0.187788334,9.357552585,,0.025076121,0.383838793,
Specc1,0.292413012,8.558435452,,0.025347713,0.386921253,
Cdkn1c,-0.33612569,8.414690031,,0.025517776,0.387132676,
Kcna6,-0.291837646,8.565449267,,0.025555614,0.387132676,
Srsf2,-0.217501065,9.223534576,,0.025599706,0.387132676,
Slc6a6,-0.232558375,8.966124283,,0.025605375,0.387132676,
Srebf1,-0.320844258,8.470646036,,0.025617975,0.387132676,
Arih1,0.342386986,8.406595615,,0.025642578,0.387132676,
Sema6d,0.296071331,8.624856791,,0.025787872,0.388793625,
Plekhf1,-0.270703522,8.708722083,,0.02606016,0.388940109,
Mpzl1,0.310255888,8.491829581,,0.026132643,0.388940109,
Rpl9-ps6,-0.282641128,8.589821559,,0.026229534,0.388940109,
Pebp1,0.176053844,9.362235552,,0.026343527,0.388940109,
Dmwd,-0.293841808,8.574884815,,0.02643451,0.388940109,
Gtf2a2,-0.276768535,8.603939281,,0.026983763,0.392850793,
Chchd2,0.142024292,9.849573133,,0.027474426,0.397097325,
Nhp2l1,0.206157139,9.073368787,,0.027504146,0.397097325,
Fkbp1a,0.138865033,10.45367807,,0.027553732,0.397097325,
Luc7l3,0.251456985,8.78719476,,0.027563692,0.397097325,
Arl6ip5,0.2416294,8.86174404,,0.027723582,0.398359325,
Prdx1,0.128072391,10.89684356,,0.027919248,0.398493906,
4833439L19Rik,0.282628745,8.598980049,,0.027984678,0.398493906,
Lnp,-0.321073799,8.439687141,,0.028014937,0.398493906,
Ccnl1,0.296602362,8.533790986,,0.028239071,0.398493906,
Pdcd7,0.328069246,8.424359056,,0.028804468,0.402860465,
Ppp6c,-0.298269625,8.515750445,,0.028922925,0.403271287,
Atg4c,-0.253735095,8.761439357,,0.028943616,0.403271287,
Slc3a2,0.256866092,8.724302895,,0.029031375,0.403983319,
Chd7,-0.281990307,8.587950988,,0.029190476,0.404664454,
Spag7,-0.277207694,8.564787656,,0.029918106,0.409155199,
Nsmf,-0.329417893,8.41211206,,0.030021977,0.409495308,
St3gal5,-0.331600689,8.403930803,,0.030370239,0.412610235,
Ddc,-0.285552981,8.749931213,,0.030370431,0.412610235,
Dnm1l,0.315166225,8.445863989,,0.03060303,0.412847515,
Bag6,-0.281370982,8.583925562,,0.030608499,0.412847515,
Efnb3,-0.16539089,9.486925441,,0.030730118,0.412869686,
Eif4a2,0.183239214,9.379419995,,0.030907396,0.413888712,
Npc2,0.173170893,9.54355503,,0.031308865,0.417742137,
Lgi3,-0.164214652,9.677412334,,0.031375454,0.417782653,
2810004N23Rik,-0.316705632,8.460451602,,0.031421421,0.417782653,
Gm9774,0.284496362,8.523231097,,0.031489404,0.417782653,
Fxyd1,0.330642306,8.422026867,,0.03159486,0.418517977,
Deaf1,-0.311616885,8.458479906,,0.031655298,0.418815169,
Hmgn2,0.232210147,8.907457977,,0.031759735,0.419638813,
Gltscr2,-0.233808775,8.851214699,,0.031858346,0.419638813,
Srsf9,-0.313827911,8.45702039,,0.031888629,0.419638813,
Rsrp1,0.129882037,10.26314763,,0.031902141,0.419638813,
Itpk1,-0.2121138,8.992463754,,0.031986305,0.420168132,
Prdx2,0.230413078,8.885910897,,0.032170434,0.422083753,
Gpt,-0.312492799,8.457790225,,0.032353193,0.423976864,
Minpp1,0.322700553,8.432649903,,0.032658473,0.426962075,
Lonrf1,0.326601512,8.437092644,,0.032658473,0.426962075,
Hspa14,0.327722568,8.411041525,,0.032697669,0.426968027,
Aurkaip1,-0.238077788,8.762700453,,0.032794394,0.42772428,
Rpl6,-0.140054431,9.755658366,,0.033163632,0.431518754,
Fam174a,-0.182537876,9.206991378,,0.03344787,0.43419908,
Tjap1,-0.319045806,8.443624486,,0.033496382,0.43419908,
Hnrnpu,0.238655711,8.818235713,,0.033529524,0.43419908,
Rbm7,0.242546729,8.7299451,,0.033539671,0.43419908,
Commd8,0.274641973,8.573592961,,0.033648434,0.43419908,
Scd2,-0.120572479,10.31026875,,0.033653767,0.43419908,
Lpgat1,0.262424165,8.639245563,,0.033752281,0.43419908,
Fhl1,-0.288587352,8.519049919,,0.033980297,0.43419908,
Rmdn3,0.315371441,8.455611519,,0.0340205,0.43419908,
Cdip1,0.25326743,8.724628014,,0.034196542,0.435196404,
Mrps14,-0.272926503,8.56485611,,0.034351343,0.436662233,
Zcchc7,-0.31451633,8.436366675,,0.034598518,0.437784472,
Abcf3,-0.319834398,8.434173291,,0.034598519,0.437784472,
C1galt1c1,0.269461538,8.584488734,,0.035101709,0.439939467,
Cpox,0.207894613,9.453298684,,0.03514419,0.439939467,
Fubp3,-0.285122277,8.538099663,,0.035274142,0.439939467,
Tmem163,0.291208133,8.700555073,,0.035402267,0.439939467,
Mdh2,0.207352007,8.985401158,,0.035523121,0.439939467,
Slc12a9,0.295584437,8.470829684,,0.035527278,0.439939467,
Rbbp9,-0.310515113,8.425427681,,0.035636608,0.440798049,
Mrpl46,-0.316410717,8.417361755,,0.036401654,0.443860371,
Ppia,-0.100003458,10.94612666,,0.036542932,0.443860371,
Fam103a1,-0.270539417,8.555213284,,0.03657802,0.443860371,
Rsbn1l,-0.323253647,8.415624416,,0.036581548,0.443860371,
Spr,0.299898307,8.483455049,,0.036609117,0.443860371,
Park7,0.173378177,9.211548675,,0.036672906,0.444145164,
Abcg1,-0.279417899,8.540763971,,0.036899861,0.446403253,
Arhgap39,-0.319313877,8.410497244,,0.037088847,0.447624702,
Syt11,0.130106801,10.50166099,,0.037376012,0.4481024,
Eea1,0.31374496,8.438085455,,0.037432161,0.4481024,
Hnrnpul1,-0.278274148,8.524279105,,0.037475455,0.4481024,
Nenf,0.245907416,8.769808403,,0.037481149,0.4481024,
Bcar1,0.261861965,8.66275652,,0.037497483,0.4481024,
Sh3bp5l,-0.319350456,8.403471532,,0.037539956,0.4481024,
Dbnl,-0.305160293,8.461661906,,0.037608113,0.4481024,
Hexb,0.30296069,8.485280008,,0.037660773,0.4481024,
Bcl7a,0.286924681,8.501631154,,0.038375464,0.45282226,
Card19,0.243879669,8.846094223,,0.038853066,0.456502813,
Tmem159,0.277614808,8.538516037,,0.038920874,0.456812516,
Pdxk,-0.273739362,8.608034009,,0.03912013,0.458175299,
Ptp4a2,0.260854555,8.638213731,,0.039271003,0.458480644,
Sepp1,0.25006315,10.38989727,,0.03984521,0.464200913,
Ginm1,0.305143662,8.439421882,,0.039975278,0.465122656,
Zfp579,0.310031704,8.420889474,,0.040015917,0.465122656,
Uqcc3,-0.26497383,8.582629293,,0.040531536,0.468713838,
Phlpp1,0.236226977,8.7836081,,0.040544328,0.468713838,
Hdac3,-0.296050158,8.440207944,,0.040652274,0.468713838,
Apopt1,-0.279224185,8.508138705,,0.041006583,0.468713838,
Jph4,0.273210981,8.638701674,,0.041206754,0.468713838,
Mrpl54,-0.246611607,8.650313441,,0.041686298,0.472659151,
Dnajc18,-0.245277373,8.652528526,,0.041797631,0.473210527,
Cxx1b,-0.222637401,8.907956538,,0.042062305,0.47394291,
Sf3a3,-0.303295757,8.432533097,,0.042143549,0.47394291,
Smarcd1,-0.216771956,8.882312382,,0.042555091,0.476079402,
RP23-291B1.2,-0.285077868,8.46447349,,0.042901136,0.47807221,
Nudt16l1,0.26416177,8.548957343,,0.043206989,0.480994164,
Selo,-0.289744932,8.467274645,,0.043285651,0.481062941,
Tmem38b,-0.301152862,8.424975898,,0.043300466,0.481062941,
Ppp1cc,-0.207136054,9.061326934,,0.043462712,0.482379204,
Atp6v0e,0.227047394,8.824175481,,0.043538494,0.482734149,
Agt,0.28494414,8.525220571,,0.043592402,0.482846088,
Bmp2k,-0.261748277,8.633465367,,0.043887826,0.482953898,
Rsf1,0.273646418,8.540076589,,0.04399387,0.482953898,
Scamp2,0.274149162,8.520600044,,0.044020073,0.482953898,
Il33,-0.263418333,9.598983938,,0.044128274,0.48295701,
Tet3,0.293112726,8.45962915,,0.044482193,0.485017826,
Chordc1,0.305579484,8.432228017,,0.044773151,0.485017826,
Smarce1,-0.263278135,8.544779879,,0.045105552,0.485017826,
Pdcd6ip,-0.278810155,8.489083299,,0.045258517,0.485017826,
Gars,-0.270056283,8.515245332,,0.045990214,0.485017826,
Pik3c2b,-0.291460771,8.454602423,,0.046019571,0.485017826,
Map7d2,-0.227491085,8.87569129,,0.046076733,0.485017826,
Sap30bp,-0.258878411,8.597233641,,0.046089629,0.485017826,
Ncaph2,-0.287794361,8.486525853,,0.046150273,0.485017826,
BC029722,-0.303412366,8.402868534,,0.046165125,0.485017826,
Slc27a1,-0.287350058,8.451359182,,0.046415059,0.485017826,
St6galnac3,-0.247049519,8.657823976,,0.046576302,0.485017826,
Wscd1,-0.150630427,9.517395429,,0.046915334,0.485017826,
Ccnh,0.299165617,8.420550373,,0.046947855,0.485017826,
Cxxc5,-0.240448863,8.690570917,,0.046975933,0.485017826,
Dnajc3,-0.251945463,8.591792476,,0.047042972,0.485017826,
Klhl9,-0.290789324,8.448352619,,0.047208636,0.485017826,
Fbxo8,0.27613675,8.499158318,,0.047406745,0.485017826,
Ncald,-0.258397975,8.564981342,,0.047974191,0.485843972,
Slc25a1,0.291759363,8.412911926,,0.0480369,0.485843972,
Chmp7,-0.234933469,8.707732214,,0.048332258,0.487362738,
Arsg,0.243038069,8.708777802,,0.048382519,0.487362738,
Ggct,0.2890305,8.454046065,,0.048455337,0.487362738,
Odf2,-0.290997344,8.441285764,,0.048802416,0.487362738,
Taf7,-0.275833524,8.503033584,,0.048926491,0.487362738,
Ube2a,-0.25708234,8.527680927,,0.04913267,0.488710433,
Emc3,0.23926895,8.660421064,,0.049564773,0.492563899,
Hcn2,-0.247807408,8.820015704,,0.050153789,0.497072757,
Camk2n1,0.259359504,8.562136429,,0.050278831,0.49786433,
Zfp512,-0.277009187,8.469405233,,0.050808404,0.500430752,
Gng12,0.237184305,8.75779005,,0.050840784,0.500430752,
Nsg1,0.27975927,8.477620448,,0.050848865,0.500430752,
Nubp2,0.281538474,8.433675834,,0.050855916,0.500430752,
Gm37494,0.287709575,8.433436498,,0.050855917,0.500430752,
Arf4,0.241668384,8.670532236,,0.050901268,0.500430752,
Mtss1,0.277602447,8.46978239,,0.051165029,0.502373872,
Psme2,-0.290627731,8.429513899,,0.051190079,0.502373872,
Napg,0.297213464,8.419040226,,0.051405068,0.502414235,
Mff,0.202026247,8.927517897,,0.051596517,0.502414235,
Bzw1,-0.18773068,9.06637903,,0.052050254,0.503198114,
H2-D1,0.293425616,8.483052911,,0.052109203,0.50332649,
Smad7,-0.212320631,8.887469021,,0.052239444,0.504085433,
Mgll,0.275891847,8.440899908,,0.052327253,0.504085433,
Ddx17,-0.288850704,8.422762424,,0.05237073,0.504085433,
Xrn2,-0.291735525,8.423383173,,0.052370731,0.504085433,
Ywhaq,0.083532992,11.76149797,,0.052593984,0.504840071,
Mthfd2,0.298727761,8.415665394,,0.052631637,0.504840071,
Trim2,-0.215908489,8.891124774,,0.05263236,0.504840071,
Mag,0.130859055,11.97681665,,0.052799431,0.505217032,
Abhd17a,-0.229071482,8.780980235,,0.052890117,0.505217032,
Atp5d,0.173827628,9.200526942,,0.053311559,0.506505764,
Tmem63a,0.206314586,8.922334936,,0.053398305,0.506892954,
Tsc22d3,-0.218471956,8.859122904,,0.053480804,0.507239194,
Dtymk,-0.298735908,8.416558533,,0.053533498,0.507302394,
Supt16,-0.269264289,8.488810215,,0.053648351,0.507954022,
Otub1,-0.249559144,8.610014398,,0.053829576,0.508622449,
Ehd1,-0.265237332,8.536306897,,0.053832172,0.508622449,
Zfp280d,-0.265435693,8.486348097,,0.054196927,0.509812533,
Hsp90b1,0.207231114,8.973861426,,0.054372954,0.509812533,
Bola2,-0.221064005,8.783003566,,0.054391959,0.509812533,
Rcbtb1,-0.146562152,9.523430977,,0.054566296,0.509812533,
Peg3,0.273662142,8.490442873,,0.054606637,0.509812533,
Eif2b2,-0.289326283,8.40958615,,0.054669977,0.509812533,
Llgl1,-0.258113229,8.531250767,,0.055023503,0.510833955,
Grhpr,-0.222382943,8.866294839,,0.055030384,0.510833955,
Atad1,-0.228136894,8.683194724,,0.055064943,0.510833955,
Polr2k,-0.226636153,8.677451077,,0.055368065,0.512997587,
Abce1,-0.285775456,8.407110774,,0.05540819,0.512997587,
Tmf1,-0.230128331,8.752961955,,0.055543248,0.512997587,
Pcdh9,0.133476018,10.07748319,,0.055791116,0.51406313,
Cisd3,0.284457934,8.443464303,,0.055832825,0.51406313,
mt-Nd3,-0.149596662,9.436616269,,0.055914084,0.514381569,
Wdr89,-0.180326302,9.066732848,,0.056011134,0.514844625,
Dazap1,-0.231066005,8.667733102,,0.056246278,0.515186957,
Prpf38b,0.255508392,8.520420422,,0.056358698,0.515186957,
Erbb2ip,-0.22773708,8.773474063,,0.056393287,0.515186957,
Rapgef3,-0.294984978,8.404601648,,0.056477889,0.515186957,
Fam3a,-0.297230632,8.401933995,,0.05647789,0.515186957,
Fam134c,0.265366331,8.503618199,,0.056528293,0.515186957,
Rps6,-0.131087616,9.709106967,,0.056646101,0.515186957,
Rpl26,-0.126066952,9.714929715,,0.0567358,0.515186957,
Stk11,-0.257581615,8.529967436,,0.056860774,0.515186957,
Hist3h2a,0.274782697,8.471672392,,0.056882941,0.515186957,
Ralgps1,0.278690263,8.473519745,,0.056882942,0.515186957,
Zfp365,-0.249984338,8.558459387,,0.056932446,0.515186957,
Cyhr1,-0.21797683,8.749940055,,0.05693655,0.515186957,
Ppm1b,-0.236266435,8.652540282,,0.056987483,0.515224819,
Chuk,-0.273739993,8.475083863,,0.057589537,0.516852028,
Hmgn3,-0.216276832,8.80537987,,0.057636558,0.516853137,
Rnf11,0.234941871,8.629220366,,0.057791001,0.51726077,
Isca2,-0.284136261,8.441526261,,0.057819846,0.51726077,
Slc4a2,-0.203914274,8.907205349,,0.057846229,0.51726077,
Prkcsh,0.245429893,8.601253638,,0.057869751,0.51726077,
Kctd13,0.121092443,10.16846914,,0.057932888,0.517405478,
Tbc1d10b,0.24340845,8.560766587,,0.058241933,0.517935282,
Crebbp,0.282572456,8.422560785,,0.058548913,0.517935282,
Bex2,0.260303591,8.554276541,,0.058599494,0.517935282,
Inpp5f,-0.230148376,8.769084953,,0.058676053,0.517935282,
Cyp2j12,-0.271311086,8.47101615,,0.058758833,0.517935282,
Myeov2,0.184849354,9.070335655,,0.058765841,0.517935282,
Fam213b,-0.281554501,8.433090982,,0.058856815,0.517935282,
Got2,-0.263066263,8.496700774,,0.058890219,0.517935282,
Agpat4,0.126961933,9.970318023,,0.059663675,0.519247043,
Zfp326,0.26504975,8.476336414,,0.059881014,0.519247043,
Rhoc,-0.248960979,8.58508455,,0.059983461,0.519247043,
Prdx4,-0.255917424,8.521271071,,0.060061753,0.519247043,
Haghl,-0.227461757,8.680315113,,0.060251185,0.519990845,
Gmcl1,-0.28144739,8.431316275,,0.060422538,0.520706546,
Crtac1,0.268754229,8.447875982,,0.060769017,0.520798319,
Tmem11,0.281801155,8.454127938,,0.060769019,0.520798319,
Kifap3,0.241527961,8.539594827,,0.06079618,0.520798319,
Brd3,-0.280687741,8.430021358,,0.060946462,0.521094616,
Ndufb3,-0.199079709,8.854547161,,0.061130808,0.521426068,
Egln2,0.242673025,8.566952545,,0.061431264,0.522402749,
Cul5,-0.243772396,8.558428001,,0.061514007,0.522703059,
Rictor,0.276853348,8.411800725,,0.061625078,0.522994055,
Abhd5,0.233078818,8.619327264,,0.061645054,0.522994055,
Pcmt1,0.227637822,8.666132543,,0.062260971,0.522994055,
Eif3j1,0.209230182,8.83226186,,0.062472864,0.522994055,
Tef,-0.251987009,8.536294383,,0.062736253,0.522994055,
Cat,-0.236830706,8.579573735,,0.063005279,0.522994055,
Ing2,0.283408547,8.407913263,,0.063180835,0.522994055,
Fah,0.236685725,8.621245747,,0.063868796,0.522994055,
Gnai3,0.254329875,8.500945533,,0.064036863,0.522994055,
Eef1g,0.18149677,8.992009967,,0.064065566,0.522994055,
Erbb3,-0.274586554,8.452925088,,0.064253149,0.522994055,
Smu1,-0.252675483,8.551269528,,0.064361574,0.523489967,
Slc25a19,0.264908913,8.473578124,,0.064961626,0.526724165,
Brd7,0.220880999,8.665722321,,0.065033056,0.526724165,
Cops4,-0.240505538,8.548206946,,0.065094942,0.526724165,
Ncor2,-0.272145884,8.410309988,,0.065141547,0.526724165,
Bckdk,-0.28491957,8.41431664,,0.065141549,0.526724165,
P2rx4,-0.290760412,8.414562808,,0.065141551,0.526724165,
Lpar1,0.167759767,9.797704673,,0.065235183,0.527041361,
Lrp1b,0.204844189,8.809943585,,0.065633557,0.528376503,
Klf3,-0.240281621,8.550918259,,0.065837125,0.529242126,
Gnai2,-0.177811424,9.044244251,,0.06597528,0.529304636,
Sulf2,-0.240109739,8.568177921,,0.066402231,0.52953617,
Txndc9,-0.221237985,8.669515072,,0.066774963,0.53191341,
Peli1,0.23877513,8.599290178,,0.066796857,0.53191341,
Ndufaf3,-0.256661866,8.501782648,,0.067017764,0.532902699,
Mpnd,0.253353017,8.528719407,,0.06703036,0.532902699,
Slc11a2,-0.292885942,8.404760235,,0.067211211,0.532902699,
Actg1,-0.160214478,9.471753955,,0.067410057,0.534064437,
Ak3,-0.21941407,8.719073788,,0.067673336,0.534930719,
Luc7l2,-0.152082868,9.333310115,,0.067709677,0.534930719,
Hsbp1,0.137021807,9.508667348,,0.068079501,0.53723255,
Tmem70,0.280389899,8.422354671,,0.068098528,0.53723255,
Dpy30,0.24628459,8.540462126,,0.068164331,0.537367015,
Hadha,0.23265318,8.619876306,,0.068452045,0.538518763,
Hmgcs1,0.199733254,9.743751313,,0.068523125,0.538518763,
Mbtps1,-0.283468947,8.401059907,,0.068731625,0.538518763,
Kdm6a,-0.283512674,8.401403128,,0.068731625,0.538518763,
Sec11c,-0.13631658,9.977305316,,0.068750195,0.538518763,
Atat1,0.239687042,8.613736177,,0.068832882,0.538783517,
Dnajc19,-0.171045879,9.02192613,,0.068974406,0.539508109,
Bad,0.263105312,8.462076647,,0.069127858,0.539591248,
Eif3l,-0.225723446,8.59949189,,0.06919312,0.539591248,
Yae1d1,0.252680528,8.498645658,,0.069209456,0.539591248,
Nop56,0.257799228,8.500190298,,0.069209457,0.539591248,
Mrpl14,-0.21887743,8.64928585,,0.069611651,0.541800854,
Actr1b,0.278375315,8.416758871,,0.069993041,0.542682912,
Iffo1,-0.253331018,8.489137771,,0.070020425,0.542682912,
Ndufv2,-0.181683657,8.933843181,,0.070134502,0.543185062,
Gnb4,0.243980309,8.579693307,,0.070462709,0.544961063,
Atp5b,0.121879277,9.769202029,,0.070859499,0.547229743,
Gpd1,-0.220859706,8.729170378,,0.070909207,0.547229743,
H2afz,0.155370593,9.231407535,,0.071051394,0.547229743,
Gng7,-0.261759912,8.463053123,,0.071202926,0.547229743,
Sumo3,0.243099473,8.52818382,,0.071284218,0.547323131,
Mgst3,0.290129987,8.543192977,,0.071450575,0.547323131,
Crim1,-0.266613211,8.433696256,,0.072119675,0.548953307,
Idh3g,-0.230590441,8.575580347,,0.072224144,0.548953307,
Phgdh,-0.10393743,10.20970496,,0.072353981,0.549014126,
Acadvl,-0.226522374,8.596633599,,0.072471625,0.549318969,
Galnt1,-0.275013971,8.428965326,,0.072798687,0.550207081,
Cisd2,0.221438324,8.703485622,,0.072843874,0.550207081,
Adrm1,0.224270766,8.646605353,,0.072910537,0.550207081,
Pacsin3,0.236775264,8.541197983,,0.072947368,0.550207081,
Chmp2b,0.24423332,8.505283001,,0.073201934,0.550207081,
Hdac2,0.248640323,8.50858551,,0.073201934,0.550207081,
Caprin1,0.237747765,8.535762443,,0.073323442,0.550207081,
Cbfb,-0.270283825,8.427774978,,0.073480628,0.550207081,
Pomp,0.171028332,9.031451309,,0.073488283,0.550207081,
Snx5,0.208454747,8.760297705,,0.073719815,0.550207081,
Enoph1,0.21520282,8.681098598,,0.074239899,0.550207081,
Sec61a1,0.272737054,8.417440896,,0.074400441,0.550207081,
Twf1,-0.224292449,8.631195091,,0.07453903,0.550207081,
Morf4l2,0.184414459,8.992898443,,0.074648865,0.550207081,
Tbc1d19,-0.269098809,8.421037793,,0.074852545,0.550207081,
Cspp1,-0.269773656,8.422724142,,0.074852545,0.550207081,
Ppp1r14a,-0.103314895,10.68303208,,0.074873575,0.550207081,
Tia1,-0.212546657,8.70797514,,0.075032951,0.550207081,
Fyttd1,0.258420774,8.458482672,,0.075038658,0.550207081,
Rpl27-ps3,-0.24875073,8.506994079,,0.075068604,0.550207081,
Ndufa13,0.130044545,9.550762996,,0.075384781,0.550207081,
Hdac11,-0.207423352,8.849434262,,0.075398993,0.550207081,
Hnrnpa3,-0.20160695,8.826146444,,0.075498519,0.550207081,
