cluster,Itm2a,Elof1,Dcn,Cd9,Snhg11,C1qc,Ermn,Agt,Rax
1,0,2,0,5,0,0,0,0,3
1,0,2,0,9,0,0,0,1,5
1,0,2,0,5,0,0,0,1,1
1,0,2,0,3,0,0,0,0,7
1,1,1,0,4,0,0,0,0,1
1,0,2,0,5,1,0,0,0,3
1,0,1,0,9,1,0,0,1,2
1,1,1,0,11,0,0,0,0,0
1,0,0,0,6,0,0,0,1,3
1,0,0,0,4,0,0,0,0,4
1,0,1,2,5,0,0,0,0,3
1,0,2,0,6,0,1,0,0,6
1,0,1,0,7,0,1,0,0,4
1,1,2,0,4,0,0,0,0,3
1,0,1,0,5,0,0,0,1,8
1,0,3,0,7,0,0,0,0,1
1,1,3,0,11,1,0,0,0,2
1,0,0,0,0,0,0,0,0,3
1,1,1,0,6,0,1,0,0,7
1,0,0,0,0,0,1,0,0,0
1,0,0,0,3,0,0,0,0,2
1,0,2,0,2,1,0,0,1,4
1,0,0,0,6,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1
1,0,0,0,3,0,0,0,0,5
1,0,0,0,7,0,0,0,0,1
1,1,1,0,11,0,0,0,0,1
1,0,0,0,6,0,0,0,1,10
1,0,1,0,1,0,0,0,1,3
1,1,2,1,2,0,2,0,0,0
1,0,1,0,5,0,0,0,0,0
1,0,3,0,13,0,0,0,7,0
1,0,2,0,3,0,1,0,0,2
1,2,0,0,7,0,0,0,0,3
1,1,0,0,9,0,0,0,0,1
1,0,2,0,2,0,0,0,0,5
1,0,3,0,3,0,0,0,0,5
1,0,1,0,6,0,0,0,7,0
1,0,0,0,2,0,0,0,0,1
1,0,0,0,7,0,0,0,1,0
1,1,0,0,10,0,0,1,0,2
1,1,1,0,6,0,0,0,1,7
1,0,3,0,6,0,0,0,0,0
1,0,1,0,2,0,0,0,0,0
1,0,2,0,3,0,0,0,0,4
1,0,0,0,1,0,1,0,0,0
1,1,1,0,9,0,0,0,1,2
1,0,0,0,2,0,1,0,0,0
1,0,1,1,2,0,1,0,0,7
1,0,0,1,6,0,0,0,0,6
1,2,0,0,4,0,0,0,1,0
1,0,3,0,4,0,1,0,0,0
1,0,0,0,20,0,0,0,0,3
1,0,1,0,4,0,0,0,0,0
1,0,1,0,5,1,1,0,0,1
1,0,1,0,4,1,1,0,0,4
1,0,0,0,7,0,1,1,0,0
1,1,0,0,2,0,0,0,0,1
1,0,2,2,12,0,1,0,0,0
1,0,0,1,0,3,0,0,0,2
1,0,0,1,4,0,0,0,0,0
1,0,0,0,4,0,0,0,0,6
1,0,0,0,2,0,0,0,0,0
1,1,3,0,2,0,0,0,0,5
1,0,2,0,14,1,0,0,0,3
1,0,1,0,4,0,0,0,0,0
1,0,2,0,9,0,0,0,1,0
1,2,0,0,5,0,0,0,2,5
1,0,0,0,5,1,0,0,1,0
1,0,0,0,4,0,0,0,0,3
1,0,1,0,2,0,0,0,1,2
1,0,5,0,0,0,0,0,0,0
1,0,0,0,2,0,1,0,0,5
1,0,2,0,8,0,0,0,0,1
1,1,1,0,0,0,1,0,0,2
1,0,1,0,5,1,0,0,0,1
1,1,0,0,26,0,0,0,0,2
1,0,1,0,5,0,0,0,2,9
1,0,0,0,5,0,1,0,1,10
1,0,0,0,2,0,0,0,0,0
1,0,0,0,4,0,0,0,0,8
1,0,0,0,3,0,0,0,1,13
1,0,1,0,9,0,0,0,1,4
1,2,3,0,3,0,0,0,0,1
1,0,0,0,5,0,0,0,0,6
1,0,1,0,6,0,0,0,0,0
1,0,2,0,10,0,0,0,1,0
1,0,0,0,4,1,0,0,0,2
1,0,1,0,8,0,0,0,0,4
1,0,0,0,5,0,0,0,2,0
1,1,1,0,5,0,0,0,0,5
1,0,3,0,3,0,0,0,0,3
1,1,3,0,8,0,1,0,0,1
1,5,2,0,2,0,0,1,0,2
1,1,1,0,5,4,1,0,0,1
1,1,0,0,6,0,0,0,3,1
1,0,0,0,5,0,0,0,0,5
1,1,2,0,15,1,0,0,0,5
1,0,1,0,10,0,0,0,0,1
1,0,2,0,13,0,0,0,0,3
1,1,2,0,7,0,0,0,0,0
1,0,1,0,1,0,0,0,0,1
1,0,1,0,5,0,0,0,0,3
1,0,0,0,0,3,0,0,1,0
1,0,0,0,8,0,1,0,1,2
1,0,0,0,5,0,0,0,0,5
1,0,2,0,5,0,0,0,0,3
1,0,0,0,2,0,0,0,0,9
1,0,3,0,18,0,0,0,0,0
1,1,1,0,6,0,0,0,1,5
1,0,2,0,8,0,0,0,0,0
1,1,0,0,8,0,0,0,0,0
1,1,1,0,7,1,0,0,0,2
1,0,0,1,4,0,0,0,0,1
1,0,0,0,5,0,0,0,1,0
1,0,1,0,4,0,0,0,0,3
1,1,2,1,9,0,0,0,1,3
1,1,1,0,8,0,0,0,1,2
1,0,6,0,15,0,0,0,0,11
1,1,1,0,3,0,0,0,0,6
1,0,1,0,3,0,0,0,0,1
1,0,1,0,11,0,0,0,0,1
1,1,0,1,2,0,0,0,0,2
1,0,3,0,8,0,0,0,1,9
1,0,2,0,8,0,0,0,0,13
1,0,2,0,9,0,0,0,0,4
1,0,1,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,1,0
1,0,2,0,0,0,0,0,0,2
1,1,1,0,8,0,0,0,0,2
1,0,5,0,18,0,0,0,0,1
1,0,2,0,9,0,0,0,2,3
1,1,2,0,0,4,0,0,1,0
1,0,2,0,6,0,0,1,0,4
1,0,2,0,6,1,0,0,1,4
1,0,3,0,4,3,0,0,1,4
1,1,1,0,2,0,1,0,0,6
1,2,0,0,4,0,0,0,0,5
1,1,0,0,2,0,0,0,0,2
1,0,3,0,6,0,0,0,0,2
1,2,0,0,4,0,0,0,0,6
1,1,4,0,8,2,0,0,0,6
1,0,3,0,9,0,1,0,0,1
1,2,1,0,12,0,0,0,1,0
1,0,2,0,11,1,1,0,0,0
1,0,0,0,4,0,0,0,0,5
1,0,0,0,1,0,0,0,0,0
1,0,2,0,14,1,2,0,0,2
1,1,3,0,8,0,0,0,1,7
1,0,2,0,3,0,0,0,2,1
1,1,1,0,10,0,0,0,0,11
1,0,0,0,5,1,0,0,0,3
1,0,2,0,3,0,0,0,4,1
1,0,0,0,1,1,0,0,0,0
1,0,1,0,5,1,0,0,0,2
1,0,0,0,0,2,0,0,0,0
1,0,0,0,5,0,0,0,1,2
1,0,1,0,10,0,0,0,2,1
1,0,0,0,3,0,0,0,0,3
1,0,0,0,1,1,0,0,0,10
1,1,1,0,5,1,0,0,0,3
1,0,1,0,4,1,0,0,1,4
1,0,1,0,1,0,0,0,0,1
1,0,2,0,6,4,0,0,0,3
1,0,1,0,3,0,0,0,0,12
1,2,5,0,3,1,0,0,1,3
1,0,1,1,9,0,1,0,2,7
1,0,4,0,2,0,0,0,0,1
1,0,1,0,5,0,0,0,3,1
1,0,2,0,5,0,0,0,0,2
1,0,1,0,12,0,0,0,0,2
1,1,1,0,0,0,0,0,0,5
1,0,1,0,6,1,0,0,1,0
1,1,0,0,12,0,0,0,1,0
1,0,1,0,4,0,0,0,0,2
1,0,0,0,1,0,0,0,0,1
1,0,2,0,10,0,0,0,1,1
1,0,1,0,6,0,0,0,0,4
1,1,0,0,4,0,0,0,1,2
1,0,2,0,7,0,0,0,4,0
1,0,0,0,19,0,0,0,1,8
1,0,1,0,15,0,1,0,0,0
1,0,0,0,8,0,0,0,0,1
1,1,2,0,12,1,0,0,0,13
1,0,1,0,3,0,0,0,0,1
1,0,2,0,6,2,0,0,0,4
1,0,1,0,2,1,0,0,0,2
1,1,1,0,6,0,0,0,0,3
1,1,3,0,6,0,0,0,0,1
1,0,1,0,4,1,0,0,1,5
1,2,0,0,8,0,0,0,0,1
1,2,1,0,7,1,0,0,0,2
1,0,1,0,1,1,0,0,0,9
1,0,1,1,8,0,0,1,0,5
1,1,0,0,2,0,0,1,0,11
1,0,4,0,16,0,0,0,0,1
1,1,0,0,12,0,0,0,5,2
1,1,1,0,7,0,0,0,0,4
1,0,2,1,13,0,0,0,1,1
1,2,0,0,3,0,0,1,0,0
1,0,0,0,1,1,0,0,0,4
1,0,0,0,4,0,0,0,0,2
1,0,0,0,2,0,0,0,0,4
1,0,1,0,2,0,0,0,0,5
1,0,2,0,1,0,1,0,0,2
1,0,2,0,5,0,1,0,0,0
1,0,0,0,0,0,0,0,0,1
1,1,3,0,6,0,0,0,0,2
1,0,0,0,0,0,0,0,0,1
1,0,3,0,3,0,0,0,0,0
1,0,3,0,6,0,0,0,0,4
1,0,1,1,1,1,0,0,0,1
1,0,0,0,9,0,0,0,1,0
1,0,4,0,10,0,1,0,1,0
1,0,1,0,4,0,0,0,0,4
1,1,1,0,7,0,0,0,0,4
1,0,0,0,6,2,0,0,0,3
1,0,1,0,5,0,0,0,0,7
1,0,1,0,5,0,1,0,0,16
1,0,1,0,7,0,0,0,10,4
1,0,1,0,6,0,0,0,0,2
1,0,0,0,6,0,0,0,0,4
1,0,0,0,3,0,1,0,0,4
1,0,1,0,2,0,0,0,0,5
1,1,1,0,4,0,0,0,0,1
1,1,2,0,10,0,0,0,3,6
1,0,0,0,2,0,0,0,0,1
1,0,5,0,10,2,0,0,1,6
1,0,2,0,1,1,0,0,0,0
1,1,3,0,28,0,0,0,0,3
1,0,5,0,15,0,0,1,1,0
1,0,0,0,3,0,0,0,0,3
1,0,1,1,6,0,0,0,0,3
1,0,0,0,1,0,0,0,0,0
1,0,2,0,1,0,0,0,0,5
1,0,2,1,1,1,0,0,1,0
1,0,0,0,4,0,0,0,0,3
1,0,1,0,2,0,0,0,0,4
1,1,1,0,16,2,0,0,0,14
1,0,3,0,10,1,0,0,1,3
1,0,0,0,5,0,0,0,0,2
1,0,1,0,10,0,0,0,0,0
1,0,2,0,4,0,0,0,0,6
1,1,1,0,1,0,0,0,1,4
1,1,2,0,1,1,0,2,0,1
1,0,0,0,1,0,0,0,0,1
1,1,2,0,3,0,0,0,0,12
1,0,1,0,13,0,0,0,5,0
1,0,0,0,15,1,0,0,0,1
1,0,2,0,5,0,0,0,0,1
1,1,1,1,12,0,0,0,0,3
1,0,0,0,5,0,0,0,1,0
1,0,1,0,5,0,0,0,0,0
1,0,2,0,20,0,1,1,0,3
1,0,2,0,3,3,0,0,0,6
1,0,0,0,1,0,0,0,0,1
1,0,0,0,2,0,0,0,0,1
1,0,0,0,14,1,0,0,3,0
1,0,2,0,5,0,0,0,0,14
1,0,1,0,11,1,0,0,0,4
1,0,1,0,13,0,0,0,1,7
1,0,2,0,6,0,0,0,0,1
1,0,0,0,4,0,0,0,1,0
1,0,0,0,5,0,0,0,0,4
1,0,2,0,17,1,0,0,0,4
1,1,0,0,1,0,0,0,1,3
1,0,6,0,21,0,0,0,0,1
1,0,0,0,1,0,0,0,0,5
1,0,1,0,4,0,0,0,0,0
1,1,0,0,5,0,0,0,0,0
1,0,0,0,1,0,0,0,0,2
1,0,4,1,12,0,0,0,0,0
1,0,2,0,7,2,0,0,11,1
1,0,1,0,6,0,0,0,4,1
1,0,4,0,5,2,0,0,0,9
1,0,0,0,6,0,0,0,14,0
1,0,2,0,6,0,0,0,0,0
1,1,1,0,4,0,0,0,0,0
1,0,0,0,9,0,0,0,0,0
1,0,2,0,2,1,0,0,1,3
1,0,2,0,8,0,0,0,0,0
1,0,4,0,8,0,0,0,1,0
1,0,0,0,5,0,0,0,0,5
1,0,0,1,2,1,0,0,0,1
1,0,1,0,6,0,0,0,0,1
1,0,3,1,4,1,0,0,0,2
1,1,0,0,1,0,0,0,0,6
1,0,1,0,8,0,0,0,1,0
1,0,0,0,2,0,0,0,0,3
1,1,2,0,4,1,0,0,0,1
1,0,1,0,2,1,0,0,0,1
1,0,1,0,0,4,0,0,1,1
1,1,3,0,8,0,0,0,0,6
1,0,3,0,4,0,0,0,1,1
1,0,1,0,6,1,0,0,0,5
1,0,0,0,6,0,0,0,0,2
1,0,2,0,6,0,0,0,1,2
1,0,0,0,8,0,0,0,0,0
1,0,1,0,12,0,0,0,0,1
1,0,1,0,6,1,0,0,0,1
1,0,2,0,1,0,0,0,0,3
1,0,2,0,8,0,0,0,0,3
1,0,0,0,4,0,0,0,0,1
1,0,1,0,3,0,0,0,0,4
1,1,0,0,10,0,0,1,5,2
1,0,3,1,6,1,0,0,0,8
1,0,3,0,7,0,0,0,0,4
1,0,3,0,7,0,0,0,0,8
1,0,0,0,1,0,0,0,0,2
1,0,1,0,4,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1
1,1,2,0,3,0,0,0,0,3
1,1,3,1,3,3,1,0,0,9
1,2,3,0,5,0,1,0,0,9
1,0,2,0,17,0,0,0,1,1
1,0,0,0,5,0,0,0,0,0
1,0,2,0,0,0,0,0,0,1
1,1,0,0,3,0,0,0,0,0
1,0,0,0,3,0,0,0,0,1
1,0,0,0,13,0,0,0,0,3
1,0,1,0,2,0,0,0,2,2
1,0,1,1,2,0,0,0,0,0
1,0,0,0,1,0,0,0,0,2
1,1,2,0,4,0,0,0,0,2
1,1,0,0,8,0,0,0,0,2
1,0,0,0,7,0,1,0,0,7
1,0,2,0,9,0,1,0,5,0
1,0,1,1,4,0,0,0,0,3
1,1,0,0,1,0,1,0,1,0
1,0,0,0,3,0,0,0,0,3
1,0,0,0,6,0,1,0,0,8
1,0,0,0,1,17,0,0,0,1
1,1,1,0,3,0,0,0,0,2
1,0,0,0,2,0,0,0,0,4
1,0,1,0,8,1,0,0,0,0
1,0,2,0,4,0,0,0,0,1
1,0,0,0,9,0,0,0,0,7
1,0,0,0,6,0,0,0,0,1
1,1,2,0,4,0,0,0,0,7
1,2,2,1,19,0,0,0,0,3
1,0,2,0,13,0,0,0,0,0
1,0,1,0,3,0,1,0,0,1
1,0,2,0,8,0,0,0,0,4
1,1,0,0,10,0,0,0,1,4
1,0,2,0,8,0,1,0,0,1
1,2,0,0,5,0,0,0,0,1
1,1,1,0,5,1,0,0,0,3
1,0,0,0,3,0,1,0,1,2
1,0,0,0,3,0,0,0,1,4
1,0,0,0,9,0,1,0,0,3
1,2,0,0,3,0,0,0,0,6
1,0,0,0,12,0,0,0,0,0
1,0,2,1,0,1,0,0,0,0
1,0,0,0,10,0,0,0,0,2
1,0,3,0,10,0,0,0,0,13
1,0,1,0,1,3,0,0,0,6
1,0,2,0,11,0,0,1,0,3
1,0,2,0,4,0,0,0,0,0
1,0,1,0,3,0,0,0,0,1
1,0,1,0,4,0,0,0,0,10
1,0,0,0,1,0,0,0,0,0
1,0,2,0,1,0,0,0,0,2
1,0,0,0,6,2,1,0,0,4
1,0,0,0,2,1,0,0,0,4
1,2,1,0,5,0,0,0,0,1
1,0,3,0,12,0,1,0,2,1
1,1,0,1,10,4,0,0,0,1
1,1,0,0,1,0,0,0,0,14
1,0,3,0,5,0,1,1,0,0
1,0,1,0,5,0,0,0,0,1
1,1,0,0,2,0,0,0,0,0
1,0,0,2,4,1,0,0,0,1
1,1,2,0,6,0,0,0,1,2
1,0,2,0,6,0,0,0,1,3
1,0,2,0,6,1,0,0,0,4
1,0,4,0,3,0,0,0,1,1
1,0,1,0,7,1,0,0,0,0
1,0,0,0,4,0,0,0,0,2
1,1,3,0,13,0,0,0,4,3
1,0,0,0,2,0,0,0,0,0
1,0,0,0,8,1,0,0,8,0
1,0,2,1,2,0,1,1,0,8
1,1,1,0,7,0,0,0,0,6
1,0,1,0,3,0,0,0,0,2
1,1,2,0,6,0,0,0,2,2
1,0,3,0,4,2,0,0,0,2
1,2,2,0,6,1,1,0,0,6
1,0,1,0,7,0,0,0,0,1
1,0,1,0,10,0,0,0,0,5
1,1,1,1,5,0,0,0,0,8
1,0,0,0,16,0,0,0,0,0
1,1,1,0,4,0,0,0,0,6
1,0,3,0,2,0,0,0,0,10
1,0,3,0,3,0,0,0,0,25
1,0,0,0,5,0,0,0,0,6
1,0,0,0,2,0,0,0,0,0
1,1,3,1,9,0,0,0,0,2
1,0,2,0,4,0,0,0,0,1
1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,3
1,1,0,0,6,0,0,0,0,8
1,2,2,0,3,0,0,0,0,4
1,1,1,0,10,0,1,0,0,4
1,0,1,0,2,1,1,0,0,2
1,2,0,0,1,0,0,0,0,1
1,0,0,0,1,0,0,0,0,1
1,1,1,0,6,0,0,0,1,1
1,0,0,0,1,0,0,1,0,0
1,0,1,0,5,0,0,0,2,0
1,0,0,0,4,1,0,0,0,3
1,1,1,0,1,0,0,0,0,6
1,0,0,0,7,0,0,0,0,6
1,0,0,0,4,0,0,0,0,1
1,0,2,0,2,0,0,0,0,1
1,1,2,1,5,0,0,0,0,8
1,2,1,0,12,0,0,0,0,1
1,0,2,0,5,0,0,0,0,2
1,0,1,1,10,0,0,0,0,3
1,0,2,0,5,0,0,0,0,4
1,0,2,0,7,0,0,0,1,3
1,0,7,0,11,1,0,0,1,0
1,0,1,0,4,0,0,0,0,2
1,0,1,0,4,0,0,0,0,3
1,0,2,0,3,0,1,0,0,0
1,1,1,0,6,0,0,0,0,11
1,0,1,0,4,0,0,0,2,6
1,0,0,0,2,0,0,0,0,9
1,0,2,0,8,0,0,0,2,2
1,1,2,1,10,0,0,0,0,7
1,0,0,0,17,0,0,0,0,5
1,0,2,0,8,0,1,0,0,3
1,1,1,0,6,0,0,0,1,0
1,0,2,0,1,0,0,0,0,4
1,0,0,0,3,0,0,0,0,0
1,1,2,0,11,0,0,0,1,5
1,0,0,0,5,0,0,0,1,3
1,2,4,0,4,0,0,0,0,5
1,0,1,0,8,0,0,0,0,1
1,1,0,0,4,1,1,0,1,0
1,0,2,0,5,0,0,0,0,2
1,0,4,0,10,0,0,0,0,4
1,0,1,1,3,3,0,0,0,1
1,0,1,0,6,1,0,0,1,8
1,0,2,0,2,0,0,0,0,0
1,1,0,0,1,0,0,0,1,4
1,0,3,0,11,0,0,0,0,0
1,1,1,0,6,0,0,0,0,3
1,0,0,0,3,0,0,0,1,6
1,0,0,0,16,1,0,0,0,0
1,0,0,0,8,0,0,0,0,8
1,0,0,0,5,0,0,0,0,6
1,0,2,1,13,0,0,0,1,1
1,0,0,0,3,0,0,0,1,2
1,1,1,0,2,0,0,0,0,7
1,0,0,0,12,0,1,0,0,0
1,1,0,0,4,2,0,0,0,8
1,0,0,0,5,0,0,0,2,1
1,0,2,0,11,0,0,1,0,6
1,0,0,0,9,0,0,0,0,1
1,0,2,0,4,0,0,0,2,3
1,0,0,0,4,0,0,0,1,4
1,2,0,1,3,0,0,0,0,3
1,0,1,0,10,0,1,0,0,0
1,0,1,1,2,0,0,0,0,0
1,0,3,0,3,0,0,0,0,1
1,0,0,0,4,0,0,0,0,3
1,0,5,0,6,2,0,0,0,0
1,0,3,0,9,0,0,0,0,0
1,2,0,0,1,0,0,0,0,0
